GSM864192	GSM864193	GSM864194	GSM864195	GSM864196	GSM864197	GSM864198	GSM864199	GSM864200	GSM864201	GSM864202	GSM864203
1110028F18Rik	5.03925	5.02776	5.28129	5.01675	5.43463	5.03262	5.39265	5.12462	5.25437	5.51337	5.55087	5.42638
1110032A03Rik	9.39652	9.89971	9.75911	9.89141	9.89926	9.50854	10.2394	10.3537	10.224	10.1439	10.1524	10.0358
1110032F04Rik	5.49894	5.49784	5.51961	5.26789	5.20165	4.88381	5.46914	5.82503	5.48556	5.4769	5.47508	5.28788
1110035E04Rik	3.67058	3.71575	3.68089	3.65816	3.88825	3.54224	3.46833	3.72007	4.06669	3.73426	3.88853	3.82991
1110038B12Rik	8.451	8.69914	8.46763	8.4032	8.41708	9.85429	8.83329	8.97917	8.63189	8.15904	8.72823	8.38586
1110038F14Rik	7.88675	7.88675	7.60261	7.80879	7.78876	7.77011	7.78273	7.8077	7.98694	7.84897	7.75855	7.66702
1110046J04Rik	4.29384	4.14596	3.79591	4.11623	4.21632	4.13765	3.85932	3.94554	4.00996	3.80532	3.97728	3.92194
1110059E24Rik	8.52997	8.34234	8.52078	8.64577	8.59733	8.64632	8.55636	8.45299	8.51151	8.48862	8.75899	8.69865
1110059G02Rik	4.30552	3.79819	4.18939	4.23956	4.1294	3.98584	4.37386	4.04407	4.28999	4.12218	4.26624	4.42948
1110059G10Rik	9.60637	9.39231	9.43594	9.5852	9.56859	9.77934	9.81555	9.60659	9.5471	9.49539	9.56859	9.43295
1110065P20Rik	9.03807	9.24952	9.09202	9.46723	9.59373	9.24725	9.35133	9.32314	9.21323	9.28977	9.34727	9.62963
1200003I10Rik	3.34189	3.63194	3.51741	3.54033	3.58042	3.56329	3.5745	3.56426	3.25282	3.47425	3.43385	3.61471
1200007C13Rik	5.11634	5.06031	5.56576	4.96143	5.04103	4.68575	5.42935	5.11634	5.21298	5.01301	5.11208	4.68422
1200015M12Rik	11.1743	10.6403	9.60554	10.5764	10.1787	12.0675	9.59599	9.32699	9.59824	9.9241	10.139	10.1937
1300002E11Rik	7.05301	7.01029	6.98605	7.11469	6.71508	6.71534	7.04392	7.1434	7.36524	6.81564	7.09658	6.6558
1300014J16Rik	3.98298	4.15874	4.23481	3.90804	3.89228	3.94395	3.79152	4.24903	4.1599	3.95921	3.88503	3.99821
1500002C15Rik	5.31615	5.19049	5.15865	4.96473	4.92025	5.28616	5.42444	5.274	5.12657	4.93862	5.03033	5.26732
1500002F19Rik	4.3092	4.67	4.57942	4.34225	4.64793	4.65879	4.41378	4.14746	4.47421	4.65277	4.13606	4.42048
1500002I01Rik	3.9474	3.69455	3.77262	3.72431	3.75506	3.67576	4.09475	3.9125	3.9125	3.80752	3.70008	4.06135
1500002K03Rik	3.86634	4.2041	3.82939	3.75418	3.80728	3.92751	4.248	4.00395	3.93437	3.78773	3.64309	3.89502
1500004A13Rik	4.17788	4.14027	4.34537	4.39164	4.23189	3.96519	4.37453	4.25896	4.33234	4.25731	4.20047	4.22523
1500005C15Rik	4.89507	5.20906	5.56355	5.10176	5.3939	5.12295	5.19287	5.4202	5.01637	5.10006	5.20906	5.14781
1500009L16Rik	4.76071	4.36914	4.33564	4.38499	4.21579	4.94796	4.16168	4.2923	3.92579	4.3497	4.14428	4.20308
1500011B03Rik	8.33052	8.39415	8.34865	8.58829	8.77739	9.37199	8.65025	8.74934	8.66321	8.42818	8.6993	8.71452
1500015A07Rik	6.14237	6.29249	6.20902	6.23281	6.46379	6.38348	6.49005	6.57231	6.42602	6.23995	5.95382	6.47352
1500032P08Rik	6.53057	6.71781	6.70376	6.03456	6.05487	6.53562	6.05926	6.1469	6.54694	6.05853	6.05183	6.25619
1500035N22Rik	5.56328	5.81821	5.86308	5.48305	5.59703	5.34691	5.6788	5.75623	5.74586	5.66533	5.92659	5.53875
1520401O13Rik	5.16721	5.05166	5.25032	4.75279	4.98109	4.78465	5.13396	5.22971	5.15421	4.92629	5.13329	4.92629
1600010M07Rik	5.88729	5.87878	6.38731	5.93425	5.63181	5.5867	6.05058	6.14414	5.98668	5.9737	5.93425	5.61503
1600012H06Rik	8.63737	8.75254	8.31317	8.74276	8.68736	8.92512	8.67562	8.65501	8.56369	8.65277	8.65073	8.77819
1600014C10Rik	10.0413	10.6165	10.7074	10.0627	10.0472	9.79068	10.6931	10.6586	10.3857	10.2651	10.4059	9.96197
1600014C23Rik	7.18443	6.88677	7.48346	7.02915	7.10552	6.67041	6.89251	7.21264	7.03309	6.96389	7.21386	7.0168
1600020E01Rik	7.84768	8.37738	8.31544	7.78485	8.0736	8.22471	8.19759	8.27835	8.06047	7.7609	7.7232	8.25942
1600022D10Rik	4.05078	4.1704	4.16602	3.97618	4.0439	4.05025	4.1407	4.12636	4.02138	3.98614	4.21728	3.96229
1600023N17Rik	3.57681	3.59549	3.62552	3.2914	3.44392	3.61313	4.03998	3.46162	3.8051	3.33292	3.26139	3.4676
1600025M17Rik	4.45671	4.41577	4.50099	4.22719	4.40071	4.24418	4.40071	4.5386	4.23311	4.17214	4.28488	4.04045
1600029I14Rik	5.66031	5.7715	6.30467	5.88811	5.70302	5.63339	6.11472	6.46305	5.91083	5.70302	5.707	5.41403
1600029O15Rik	4.20669	4.4247	4.21673	4.06271	4.1474	4.57686	4.35209	4.72278	4.2417	4.29219	4.60296	4.36228
1700001C19Rik	5.44815	5.46386	5.3075	5.37922	5.47467	5.22319	5.7588	5.73491	5.68923	5.48707	5.29379	5.28261
1700001G11Rik	5.9203	5.82466	6.09059	5.94878	5.50896	5.70769	5.80241	6.05338	5.93816	6.1619	5.92518	5.59908
1700001G17Rik	5.32937	5.27746	5.6852	5.25392	5.274	5.09423	5.49398	5.39859	5.35344	5.19975	5.68082	5.42153
1700001J04Rik	4.30683	4.56423	4.65818	4.5433	4.35805	4.06908	4.43084	4.36649	4.07103	4.30382	4.38276	4.45096
1700001K19Rik	5.05411	4.85972	5.48665	5.16681	4.84268	5.1374	5.28198	5.48267	5.28912	4.79168	4.92759	5.20712
1700001L05Rik	5.53989	5.52951	5.47964	5.62329	5.58065	5.51052	6.00606	5.77816	5.4161	6.16902	5.75962	5.81693
1700001L19Rik	4.23002	4.36406	4.97297	4.32888	4.36559	4.01693	4.41172	4.44817	4.44817	4.13343	4.6113	4.38368
1700001O22Rik	5.44477	5.49784	5.44477	5.76328	5.71453	4.94124	5.43027	5.3434	5.81237	5.49651	5.19291	5.42477
1700001P01Rik	4.45327	4.47758	4.48861	4.56809	4.47758	4.39387	4.49632	4.39476	4.47758	4.60463	4.58715	4.38512
1700003D09Rik	4.51149	4.57628	4.73616	4.78869	4.40704	4.47613	4.81455	4.8858	4.6189	4.51165	4.70999	4.49155
1700003E16Rik	7.62238	7.95495	8.04902	7.44	7.55401	7.3895	7.7994	7.9238	7.79598	7.55898	7.79766	7.80471
1700003F12Rik	4.89675	4.61655	5.07784	4.89272	4.82419	4.50025	4.80567	5.04906	5.01605	4.86092	4.80567	4.80567
1700003H04Rik	3.83972	3.6573	3.81561	3.76566	3.93399	3.75687	4.01379	3.69314	3.83593	3.66103	3.92524	3.73192
1700003I16Rik	5.59762	5.52266	5.81706	5.00001	5.24721	5.24482	5.6323	5.74299	5.45663	5.31676	5.59762	5.40245
1700003P14Rik	3.5467	3.87623	3.47997	3.52943	3.48207	3.52943	3.61742	3.52943	3.65835	3.62051	3.40932	3.59257
1700006A11Rik	3.64346	3.753	3.88866	3.70247	3.31522	3.6221	3.35299	3.70246	3.78195	3.4753	3.85288	3.73883
1700006F04Rik	3.2956	3.18717	3.34834	3.16363	3.23474	3.2956	3.30556	3.3835	3.21494	3.2956	3.14657	3.2956
1700006J14Rik	4.06355	4.05603	4.19649	3.65866	3.66848	3.58812	3.96576	4.11329	3.88447	3.69829	3.89285	3.5487
1700007E05Rik	3.19614	3.39818	3.16247	3.29034	3.14509	3.59005	3.48924	3.27104	3.23824	3.36697	3.22858	3.35568
1700007F19Rik	3.8353	3.98452	3.71134	3.86318	3.80469	3.67083	4.11809	4.00767	3.91768	3.91522	3.8324	3.73355
1700007J10Rik	3.96733	4.42828	4.16213	3.90157	4.08223	4.02783	4.248	4.08908	3.99807	3.99966	4.00442	4.1497
1700007L15Rik	5.52551	6.03919	6.10485	6.04009	6.07416	5.64787	6.45947	6.43349	6.55288	6.80809	6.64505	6.32069
1700008H02Rik	3.52455	3.51493	3.54998	3.49083	3.36456	3.43441	3.53055	3.50323	3.27576	3.44018	3.72874	3.6366
1700008J07Rik	6.75492	7.11307	7.14652	7.14179	6.93675	6.37371	7.38798	7.33883	7.55789	7.12401	7.11158	7.34338
1700008K24Rik	5.60677	5.58643	5.87562	5.30497	5.52446	5.61447	5.362	5.59696	5.83799	5.72071	5.99008	5.76318
1700008N17Rik	5.67896	5.34581	5.85101	5.49947	5.49353	5.51201	5.63741	5.4738	5.46253	5.49626	5.70773	5.39668
1700008O03Rik	5.5666	5.13153	5.09864	5.35285	5.28918	5.44308	5.33035	5.13166	5.36438	5.13153	5.59251	5.1689
1700008P02Rik	4.01026	4.107	4.03993	3.95471	3.77906	3.86935	4.01478	4.32618	3.95471	3.73391	3.94848	3.76439
1700009J07Rik	4.1602	4.18674	4.05282	4.20673	4.12194	3.991	4.42049	4.17465	4.43227	4.43999	4.31967	4.39893
1700009N14Rik	4.99076	5.18231	5.14849	5.09423	5.07113	4.64134	5.21501	5.10062	5.05427	5.0332	5.19619	4.82574
1700010B08Rik	5.63529	5.94536	5.86451	5.57564	5.67653	5.27228	5.93877	5.78344	5.61635	5.66246	5.60439	5.59108
1700010B13Rik	3.73107	3.7936	3.79241	3.7859	4.00639	3.66322	3.92041	4.03295	3.78008	3.92058	3.90817	3.865
1700010H22Rik	4.13519	3.90465	4.13482	3.88115	4.0085	3.82611	4.19246	4.32058	4.31242	4.09561	4.09062	4.21513
1700010I14Rik	4.21763	4.31059	4.31695	4.07388	4.20894	4.08642	4.18816	4.316	4.10627	4.17509	4.28472	4.17509
1700010L04Rik	4.39111	4.19264	4.48562	4.09323	4.21173	4.27693	4.32181	4.37081	4.27276	4.00891	4.37698	4.41086
1700010N08Rik	3.88964	4.24775	4.25877	3.88392	3.52013	3.87487	4.0739	4.06107	3.95507	3.92415	3.73053	4.03165
1700011B04Rik	3.39835	3.84263	3.48099	3.50165	3.35973	3.35671	3.50165	3.5957	3.62425	3.57874	3.41251	3.36594
1700011L22Rik	3.8687	3.70156	4.16138	3.72946	3.96636	3.79997	4.006	3.91666	3.8387	4.12932	4.19956	4.07134
1700011M02Rik	4.19925	4.2408	4.82066	4.15088	4.42104	4.06051	4.53346	5.10578	4.40646	4.69735	4.80965	4.10236
1700012A03Rik	3.93834	3.86085	3.96967	3.57198	3.66869	3.50853	4.16825	3.73931	3.80235	3.74236	3.94387	4.00864
1700012B07Rik	4.90318	4.86866	4.97653	4.95454	4.80561	4.61171	4.77762	4.76358	4.7244	5.06179	4.90711	4.73589
1700012B09Rik	4.13707	4.54446	4.54775	4.27811	4.35164	4.35881	4.68314	4.52166	4.46233	4.65125	4.42905	4.36549
1700012E03Rik	5.52459	5.76146	5.70169	5.53146	5.638	5.4547	5.98692	5.77514	5.64312	5.52181	5.76454	5.48302
1700012I11Rik	5.09353	4.96057	5.39877	4.7684	4.90844	5.09175	5.24416	5.18398	5.0877	5.09127	5.3954	5.07497
1700012O15Rik	4.69829	4.46572	4.83996	4.5701	4.81822	4.32225	4.80096	4.66191	4.6715	4.93938	4.67148	4.73475
1700013D24Rik	3.97937	4.23624	4.40809	3.80293	4.18526	3.88145	3.83329	3.96673	4.30318	4.13959	4.18262	4.07836
1700013G24Rik	4.29362	4.4926	4.53588	4.42104	4.34531	4.45555	4.72978	4.40483	4.47664	4.24302	4.2819	4.32159
1700013H16Rik	3.20275	3.11756	3.10257	3.05882	3.33902	3.20294	3.13904	3.2562	3.37919	3.19263	3.23443	3.2113
1700014B07Rik	5.54164	5.67782	5.56556	5.20926	5.38988	5.18753	5.18815	5.85679	5.2426	5.04863	5.29631	4.91017
1700015C15Rik	3.65105	3.54902	3.57784	3.63609	3.43583	3.5472	3.64479	3.78251	3.72801	3.90211	3.75277	3.81708
1700015G11Rik	3.2823	3.13678	3.24036	3.41096	3.29078	3.24195	3.34255	3.27552	3.41562	3.40088	3.45819	3.28466
1700016A09Rik	5.9284	5.95216	6.23818	5.8213	6.11127	5.81361	6.17357	6.27754	6.03349	5.77656	6.34415	6.12816
1700016C15Rik	9.2244	9.73621	9.35483	8.94964	8.6114	10.6419	9.32261	8.96494	7.6664	9.30975	9.11252	7.3373
1700016D06Rik	3.88759	3.81884	4.08735	3.86152	3.70006	3.80346	3.80939	3.68355	3.59755	3.82235	3.78704	3.81861
1700016D18Rik	6.14575	6.11635	6.61055	6.23725	6.15378	5.98805	6.13172	6.12493	5.99557	6.12854	6.5804	6.09122
1700016H13Rik	3.70147	3.76757	3.74177	3.76757	3.76757	3.44441	3.90871	3.74001	3.52331	3.93422	3.93291	3.96034
1700016K19Rik	3.8244	3.65427	3.9546	3.6688	3.81022	3.64461	3.74187	3.83293	3.8368	3.63072	3.81566	3.81578
1700016P04Rik	3.49011	3.8536	3.37762	3.3732	3.21882	3.29345	3.58544	3.3117	3.65348	3.34121	3.38218	3.22569
1700017B05Rik	8.28016	7.71508	7.77361	7.57763	7.51182	8.25157	7.69099	7.66572	7.70129	7.08907	7.30851	7.35626
1700017G19Rik	3.47636	3.5993	3.60303	3.68153	3.44678	3.50826	3.6718	3.57034	3.81324	3.53153	3.61037	3.63403
1700017H01Rik	6.71672	6.78577	7.18232	6.74947	6.88975	6.77223	6.92046	6.96314	7.1119	6.77721	6.78197	6.76028
1700017L05Rik	3.9474	3.87206	3.97257	3.78153	3.98387	3.98338	3.78836	3.87974	3.86832	3.95608	4.02331	3.94869
1700017N19Rik	3.58345	3.7497	3.52702	3.56712	3.49001	3.53045	3.50328	3.57603	3.42677	3.45141	3.68106	3.55578
1700018A04Rik	4.48084	4.37505	4.52303	4.20431	4.39038	4.15182	4.75485	4.48084	4.48084	4.3626	4.48084	4.44974
1700018A14Rik	5.67304	5.42348	5.81234	5.60742	5.48664	5.0935	5.66506	5.48982	5.42877	5.66625	5.53235	5.3337
1700018B08Rik	5.92006	5.59939	5.99028	5.81519	6.09522	5.62739	6.07489	6.35198	5.85203	6.17525	5.94228	5.78717
1700018B24Rik	4.30284	4.52584	4.49524	4.55025	4.6928	4.39843	4.7925	4.78657	4.46316	4.60995	4.67122	4.46316
1700018F24Rik	4.74559	4.77723	4.78276	4.85773	4.6753	4.59998	4.83349	4.85908	4.74983	4.99673	4.61385	4.54492
1700018G05Rik	3.76899	3.98034	4.21948	4.203	4.252	3.92437	3.85932	4.17547	4.07528	4.17977	4.02375	3.94314
1700018L02Rik	5.78088	6.03919	6.1836	5.89566	6.32434	5.82271	6.33592	6.36031	6.39241	6.15605	6.19146	5.98154
1700018M17Rik	5.99534	6.06753	6.27338	6.22371	6.05849	6.07746	6.28518	6.28488	6.21928	6.47078	6.38428	6.10171
1700018P08Rik	4.69215	4.77611	4.7055	4.83718	4.44785	4.4849	4.62946	4.61299	4.6112	4.70109	4.38994	4.40446
1700019A02Rik	3.39191	3.50916	3.48341	3.18476	3.41316	3.31165	3.51386	3.39799	3.30001	3.41677	3.46787	3.40925
1700019D03Rik	5.37904	5.3032	4.9103	4.82864	5.25742	5.08226	4.84072	5.18218	5.51722	5.20102	4.86181	5.39055
1700019L13Rik	4.21111	4.0382	4.27123	4.19489	4.09328	4.13743	4.2417	4.45364	4.28772	4.2417	4.28288	4.23984
1700019M22Rik	3.88803	4.19883	4.35843	3.88943	3.95824	3.78526	4.12634	3.98624	3.95862	3.76757	3.98624	4.01809
1700019N19Rik	4.56412	4.30085	4.89326	4.51792	4.46107	4.5218	4.53772	4.59964	4.5309	4.59964	4.49478	4.49027
1700019P21Rik	3.27246	3.41538	3.3355	3.28454	3.19411	3.24164	3.47824	3.16565	3.18226	3.22542	3.23407	3.19362
1700020A23Rik	4.51992	4.63547	4.78398	4.22719	4.63936	4.46841	4.54346	4.67288	4.45469	4.60133	4.93679	4.27584
1700020G03Rik	5.33942	5.49784	5.36131	5.08091	5.63593	5.05138	5.50529	5.48745	5.33918	5.38242	5.37257	5.44096
1700020L24Rik	6.58833	6.698	6.53141	6.39772	6.55227	6.58833	6.58833	6.78028	6.63125	6.58228	6.6308	6.43816
1700020M10Rik	3.19509	3.37043	3.37554	3.42903	3.34535	3.12046	3.49676	3.38409	3.32609	3.23227	3.37043	3.472
1700020N01Rik	4.20402	4.46702	4.76395	4.09502	4.31543	4.11607	4.44026	4.18055	4.43365	3.76806	4.05911	4.35822
1700021A07Rik	5.77	5.97772	6.21637	5.94723	5.77313	5.74987	6.18581	6.15475	5.94826	5.75981	5.97847	5.83819
1700021F07Rik	4.65338	4.98108	4.84319	4.77255	4.61602	4.67076	4.72445	4.5579	4.57545	4.95686	4.78994	4.81991
1700021N20Rik	3.41294	3.68525	3.48341	3.28469	3.2375	3.26205	3.53521	3.4937	3.52427	3.66658	3.41081	3.47377
1700021P04Rik	4.54157	4.64918	5.08655	4.86161	4.81823	4.85125	4.8076	4.79482	4.95381	4.86161	4.92192	4.76045
1700022A21Rik	5.1075	5.27521	5.49252	5.37447	5.42474	5.15185	5.45581	5.4325	5.2454	5.38242	5.46512	5.20552
1700022A22Rik	3.9301	4.1039	4.1361	3.88453	3.85614	3.96857	4.14156	3.97271	4.20241	4.10193	3.8874	4.00753
1700023A20Rik	5.54644	5.3757	5.74059	5.63543	5.62009	5.4061	5.59042	5.74376	5.70218	5.57084	5.78708	5.43592
1700023B13Rik	6.47229	6.73649	6.94483	6.4784	6.53907	6.28157	6.40772	6.51898	6.84142	6.57238	6.71388	6.28318
1700023D09Rik	5.97444	5.96554	6.00185	5.77644	5.6974	5.77948	5.94969	5.92241	5.75968	6.1135	5.91808	5.8197
1700023F02Rik	3.86967	3.81737	4.03906	3.72736	3.74449	3.45192	3.95761	3.8236	3.96095	3.81551	3.76471	3.67825
1700023G09Rik	4.12185	3.91909	4.28917	3.90488	4.04651	4.17126	4.26367	4.4017	4.09224	4.32021	4.59995	3.97938
1700023H06Rik	4.85878	4.76187	4.90649	4.92298	4.95671	4.83625	5.13764	5.0032	4.95671	4.81536	5.10216	4.73135
1700024J04Rik	3.51491	3.61292	3.48341	3.74553	3.84565	3.29488	3.8494	3.51925	3.50919	3.28334	3.58591	3.5904
1700024P12Rik	8.06643	8.20916	8.24266	8.13441	8.08447	8.00103	8.32278	8.29905	8.08107	8.13841	8.49366	8.026
1700025G04Rik	7.60331	7.57218	7.73834	7.20856	7.16656	7.24674	6.74746	6.78025	6.69186	6.78586	6.96147	7.01024
1700025H01Rik	4.84411	5.07632	4.91304	4.65856	4.91304	4.91304	4.99965	5.32978	4.87236	4.91697	5.02383	4.93481
1700025K04Rik	3.82718	3.71378	3.96132	3.62203	3.45864	3.51804	3.80939	3.93579	3.59309	3.45749	3.57699	3.3925
1700026H06Rik	4.37479	4.51506	4.63586	4.37162	4.45054	4.32362	4.45321	4.533	4.38607	4.83988	4.4035	4.38292
1700026J12Rik	6.42887	6.52587	6.50605	6.25381	6.46018	6.24537	6.49865	6.56764	6.49945	6.43582	6.44236	6.4462
1700027F06Rik	4.8803	4.83298	4.99878	5.04088	4.73798	4.86856	5.24359	5.35952	5.1594	5.10847	5.06179	4.99394
1700027J07Rik	4.43387	4.45258	4.61318	4.17452	4.17899	4.36038	4.59375	4.44423	4.40695	4.47058	4.4968	4.35701
1700028E10Rik	5.09489	4.99692	5.41792	4.94912	4.97723	4.584	4.70957	5.06275	4.69572	5.16627	5.14877	4.8439
1700028I16Rik	4.17608	4.05012	4.33375	4.10613	4.00662	3.96245	4.21223	4.34905	4.16508	4.13652	4.357	4.01484
1700028J19Rik	7.20813	6.92788	7.10232	7.59661	7.89378	6.79279	7.45658	7.62732	7.81747	7.81789	7.45956	8.23945
1700029F12Rik	4.01576	3.96856	4.51681	4.32794	4.24787	4.2945	4.14382	4.29747	4.37174	4.35162	4.56566	4.25761
1700029H14Rik	4.11497	4.19358	4.26697	4.14846	4.39705	3.98802	4.16587	4.09328	4.18289	4.32021	4.34992	4.07245
1700029I15Rik	5.34281	5.36052	5.34841	5.23253	5.07259	5.1446	5.13122	5.50658	5.39327	5.57777	5.54474	5.1894
1700029J07Rik	4.81005	4.69607	4.89253	4.56171	4.94172	4.38586	5.10654	5.02256	5.05364	4.81862	4.75045	5.17673
1700029M03Rik	3.39255	3.47861	3.31994	3.38286	3.33889	3.28799	3.31308	3.13501	3.25823	3.16696	3.30993	3.2984
1700029M20Rik	4.4614	4.2872	4.70065	4.51552	4.64402	4.51966	4.55145	4.81988	4.47177	4.48241	4.58198	4.60416
1700030C10Rik	3.36259	3.47177	3.44501	3.363	3.22113	3.28187	3.36483	3.36607	3.24255	3.54839	3.52167	3.52129
1700030J22Rik	4.30884	4.05911	4.17977	4.30138	4.29087	3.88326	4.18991	4.29172	4.5779	4.09603	4.26887	4.16472
1700030K09Rik	6.76398	6.7655	6.97426	6.70064	6.76039	6.60376	6.76067	6.66621	6.91018	6.62021	6.70028	6.58905
1700031F05Rik	5.04689	5.09073	5.06403	4.74586	4.98919	4.88827	5.06605	5.27931	5.05685	4.90333	5.03161	4.83366
1700031F10Rik	4.51149	4.55135	4.6621	4.45305	4.25358	4.2839	4.74908	4.65435	4.62571	4.62559	4.72684	4.36641
1700034E13Rik	4.55241	4.75381	4.69213	4.5129	4.51288	4.43329	4.63512	4.57628	4.59168	4.53994	4.764	4.53688
1700034G24Rik	4.72783	4.71317	4.70504	4.57618	4.33054	4.39016	4.84072	4.90786	4.72655	4.6789	4.84952	4.58799
1700034H15Rik	4.24894	4.11434	4.30259	4.01053	4.17694	4.20044	4.01132	4.1683	4.12237	4.00559	4.29312	4.00672
1700034I23Rik	3.46876	3.67473	3.77322	3.46227	3.39818	3.41548	3.67121	3.22241	3.60489	3.53938	3.40077	3.3748
1700034J04Rik	5.48124	5.52598	5.80685	5.47381	5.64279	5.21739	5.72877	6.02009	5.39859	5.61773	5.61349	5.35345
1700034J05Rik	3.37024	3.48262	3.36505	3.06451	3.14092	3.12305	3.28068	3.13156	3.21071	3.20607	3.10741	3.1847
1700034P13Rik	4.85504	5.2707	5.53373	5.49769	5.18091	4.98604	5.63308	5.45389	5.43031	5.57069	5.45464	5.30956
1700036A12Rik	5.94914	6.01585	6.3509	5.8251	5.96472	5.63936	5.99901	6.2717	6.08598	5.97494	6.21704	5.82681
1700037C18Rik	6.53999	6.6139	6.86785	7.02426	7.03965	6.57671	6.92782	6.97727	6.62792	7.01626	6.7456	6.99267
1700037H04Rik	8.52676	8.4963	8.78447	8.4198	8.32938	8.66317	8.33051	8.441	8.52059	8.23369	8.33051	8.1052
1700037N05Rik	6.47255	6.5205	6.85131	6.27469	6.50292	6.28858	6.6575	6.84063	6.53452	6.53053	6.32209	6.51532
1700039M15Rik	5.03925	5.02809	5.41608	4.82249	4.88397	4.80392	5.22064	5.09106	4.87795	4.95911	5.06553	4.85184
1700040D17Rik	3.68812	3.73034	3.73537	3.67284	3.56726	3.54871	3.67886	3.96442	3.81615	3.51821	3.71129	3.64205
