GSM1692546	GSM1692547	GSM1692548	GSM1692549	GSM1692550	GSM1692551	GSM1692552	GSM1692553	GSM1692554
1700023A20Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700023B13Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700023D09Rik	3.092653825	3.092653825	3.092653825	3.409737506	3.092653825	3.092653825	3.034131033	3.092653825	3.194456589
1700023F02Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700023G09Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700023H06Rik	2.216509749	2.216509749	2.216509749	2.216509749	2.216509749	2.216509749	2.216509749	2.216509749	2.216509749
1700024J04Rik	2.184710334	2.219665201	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700024P12Rik	5.122277826	4.933002191	5.433089815	5.122277826	5.2037141	5.122277826	5.122277826	5.286480998	5.287175115
1700025G04Rik	8.565332776	8.788680001	9.303617636	9.551953535	9.727794797	7.882110901	8.550192643	9.11120818	9.615458328
1700025H01Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.190194898	2.184710334
1700025K04Rik	2.284260993	2.284260993	2.284260993	2.284260993	2.284260993	2.284260993	2.284260993	2.284260993	2.284260993
1700026H06Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.258120558	2.184710334	2.184710334	2.184710334	2.184710334
1700026J12Rik	2.189420075	2.184710334	2.206282359	2.299948106	2.206282359	2.20642851	2.217182851	2.515982237	2.206282359
1700027F06Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.289679536	2.184710334	2.184710334
1700027J07Rik	2.184710334	2.184710334	3.022858087	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700028E10Rik	2.252502103	2.252502103	2.501412464	2.252502103	2.252502103	2.252502103	2.252502103	2.252502103	2.252502103
1700028I16Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.186234707	2.184710334	2.184710334	2.184710334	2.184710334
1700028J19Rik	5.389763872	5.447813529	6.017969977	5.286021462	3.879430894	5.129755538	6.94140454	6.603546789	5.842271706
1700029F12Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.196133696
1700029H14Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700029I15Rik	3.149033583	2.890124545	2.890124545	2.890124545	2.890124545	2.890124545	2.890124545	2.890124545	2.890124545
1700029J07Rik	2.184710334	2.401563574	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700029M03Rik	2.184795217	2.184795217	2.184795217	2.224599063	2.184795217	2.184795217	2.184795217	2.184795217	2.404971332
1700029M20Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.192419463	2.184710334	2.184710334	2.184710334
1700030C10Rik	2.186818746	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700030J22Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700030K09Rik	5.893591409	6.707350657	6.125185249	6.22368347	6.125185249	5.905829161	5.646377871	6.253849663	6.332190262
1700031F05Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700031F10Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.188601621	2.184710334	2.184710334	2.184710334
1700034E13Rik	2.184710334	2.184710334	2.782168449	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700034G24Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700034H15Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700034I23Rik	2.2205079	2.2205079	2.2205079	2.2205079	2.2205079	2.2205079	2.222839425	2.2205079	2.2205079
1700034J04Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.185200195	2.184710334	2.184710334	2.287025712	2.184710334
1700034J05Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700034P13Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700036A12Rik	4.026605285	4.026605285	4.026605285	4.026605285	4.026605285	4.026605285	4.026605285	4.026605285	4.026605285
1700037C18Rik	5.506445507	5.582734002	5.582734002	5.765912465	5.582734002	5.455603185	5.582734002	5.582734002	5.582734002
1700037H04Rik	5.638370857	6.290635014	6.477871396	6.703623429	7.046387197	6.392500061	6.703623429	6.667762205	6.624015751
1700037N05Rik	2.970140777	2.824942257	2.970140777	3.171342453	2.970140777	2.970140777	2.970140777	2.970140777	2.970140777
1700039M15Rik	2.185136245	2.185136245	2.185136245	2.373859859	2.185136245	2.185136245	2.185136245	2.394996663	2.284116368
1700040D17Rik	3.868242901	3.751149497	4.037728947	4.283972635	4.871075416	4.037728947	4.200742687	4.037728947	4.922708862
1700040F17Rik	2.184710334	2.184710334	2.184710334	2.187568206	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700042D18Rik	2.327449875	2.346671208	2.346671208	2.346671208	2.346671208	2.346671208	2.346671208	2.549443773	2.346671208
1700042O10Rik	2.184907221	2.184907221	2.184907221	2.184907221	2.184907221	2.184907221	2.184907221	2.184907221	2.184907221
1700045I11Rik	2.184710334	2.201480801	2.199844942	2.206042342	2.355833129	2.201480801	2.201480801	2.206196344	2.201480801
1700047M11Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700048F04Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.280746435	2.184710334
1700048M11Rik	2.184710334	2.184710334	2.184710334	2.206350678	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700048O20Rik	2.193546514	2.197405909	2.193546514	2.193546514	2.291563895	2.242090181	2.193546514	2.520218515	2.216946358
1700049E17Rik1	5.816023247	5.324589756	4.206121812	4.204091688	6.505497446	5.404181271	5.14769931	4.997583787	5.143836578
1700049J03Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700051A21Rik	2.214325655	2.214325655	2.214325655	2.214325655	2.214325655	2.214325655	2.214325655	2.214325655	2.214325655
1700052I22Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
1700052K11Rik	3.403254365	3.403254365	3.319238666	3.403254365	3.403254365	3.403254365	3.403254365	3.48688079	3.823373179
1700052M18Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.188423384	2.184710334	2.279048148
1700054K19Rik	2.186070736	2.903668476	2.186070736	2.710150605	2.186070736	2.186070736	2.186070736	2.186070736	2.186070736
1700054O19Rik	2.561909908	2.560785678	2.560785678	2.569872003	2.560785678	2.560785678	2.560785678	3.106953632	2.560785678
1700056E22Rik	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334	2.184710334
