"","13WT_S76_L005_R1_001","412TG26K15OE_S70_L005_R1_001","413TG26_S67_L005_R1_001","435TG26K15OE_S71_L005_R1_001","441TG26_S68_L005_R1_001","443TG26K15OE_S72_L005_R1_001","49K15OE_S73_L005_R1_001","500K15OE_S75_L005_R1_001","50K150E_S74_L005_R1_001","649TG26_S69_L005_R1_001","964WT_S77_L005_R1_001","974WT_S78_L005_R1_001"
"Ccdc57",1.55630795292766,1.27269355791793,1.16819900436784,1.05376886403888,1.4973987231979,1.07112346907646,1.46923036240734,1.83390566973954,1.97317411311196,1.15122652984952,1.26873750386437,1.48058655870562
"Slc16a3",1.31200008853688,1.61494293146745,1.61762744309254,1.25260405384932,1.73206793018938,1.053363620425,1.32876407193854,0.833721924603395,0.703647444154336,1.6276466610158,1.40460629152218,1.10021992587657
"Csnk1d",50.0971027390351,50.9009528072057,47.8407922764866,46.2424663828161,50.2384220038962,46.650445470247,50.9945278309531,44.3105627402514,43.7565105732342,52.7303380942683,44.1405213183118,40.746752388741
"Cd7",0.214350648446294,0.367123141707095,0.0501036769332869,0.206920554280108,0.378693924442705,0.0677951560897912,0.0855201052294108,0.0439546112868852,0.0774914300677659,1.05211842276866,0.409464978874735,0.147363136641575
"Sectm1b",2.41613736950947,1.94028216840201,2.42361972142411,6.72839342392993,9.30987609444369,2.50509233096644,2.03008966418825,12.42238333803,4.42522120025227,3.03159933703882,4.3281259437991,7.42527432690109
"Sectm1a",0.87421440934959,0.969296022439042,0.935682288735561,0.879444386736015,2.38445600034375,0.567548303612369,0.413038279126566,1.75491847416617,0.673671627338349,1.64864459559538,0.3955203511112,0.237240963014301
"Tex19.2",0,0,0,0,0,0,0,0,0,0,0,0
"Tex19.1",0,0,0,0,0,0,0,0,0,0,0,0
"Uts2r",0,0,0,0,0,0,0,0,0,0,0,0
"Ogfod3",13.958946492008,9.39929755566097,12.0732528681079,11.6687877496528,9.47022546724692,12.110407448252,14.0960250679016,16.9905966461163,16.1765698101238,10.8862797597495,13.1555859986657,18.0321263742427
"Hexdc",4.85705294475755,3.38635990820534,4.11781038839691,3.61828291637348,4.23070322388936,4.08993728541691,5.55179699522076,8.32015155725521,6.47032268543969,4.20080798307631,4.27812589949997,5.57242024896012
"BC017643",14.1300388847094,13.7391937758244,13.1174908320167,13.975366300815,13.7532015734113,13.4072119494946,14.8005914934483,15.4611618018548,12.2909187149955,13.4487003538459,14.4523747138273,9.67475975078513
"Narf",7.38534827118826,4.97596642658302,5.00764219866323,6.04815835901241,6.72470686015514,5.44942750582129,6.87417273766053,7.54281851711844,9.18796847167945,6.20842076850431,6.18689332540919,7.43362187011537
"Foxk2",15.7491497900564,16.9203495677086,16.9516112689551,16.3194194860534,16.992727554661,17.1573480479386,16.8443336039296,15.625200451109,13.5332807518984,16.3304167909227,15.1144004443778,12.3653837073805
"Wdr45b",27.2474058067652,24.7914623952784,23.764191069689,25.9632329609348,25.7445809005854,24.5150061014108,28.4390834574322,23.3634510642304,26.0786432144439,26.5303809336374,25.543347726527,22.0177123355856
"Rab40b",1.57382031066555,1.67872715950569,1.48081215687012,1.68465506498079,1.50169005724793,1.87136441581901,1.33530587897075,1.59320735817343,1.66367660048973,1.50587387480454,1.62117394316946,1.27372319713791
"Mir7236",0,0,0,0,0,0,0,0,0,0,0,0
"Fn3krp",9.10532241690667,7.28598235080235,7.52839863664259,8.25559955025253,8.52331055013497,8.84813703838556,8.92479046881287,9.57985117791088,10.5110170527816,9.13634459429875,9.07122414737875,10.0320289175226
"Fn3k",1.56016580282617,0.876108461164247,1.12394113285868,0.99747292434982,1.44595385560501,1.34283567546369,1.31635811353577,3.09437235952648,2.65369917928256,1.02942472571949,1.3875582395645,2.61114763916073
"Tbcd",14.8920368709245,12.0339812646688,12.90707603944,13.8954134180986,16.0632996625686,14.1122064179547,16.0284614402362,15.5998421039651,16.6353023954269,12.9782787855635,14.3254127987505,15.0534909674607
"Zfp750",0.32078789612273,0.188372774529943,0.192813409845026,0.278701505117334,0.566736924646499,0.141318302549179,0.260542287902121,0.817558480673733,0.720672689128529,0.449872817218379,0.367672531138831,0.99241779347888
"B3gntl1",2.55426377758053,2.7855516665759,2.21152111725178,2.82300311444374,2.77818092431875,2.59671380042273,2.72968417252767,2.0523457925325,2.17660951239098,2.41791648754129,2.65872174287236,2.12335238626304
"Metrnl",37.5003622292616,20.2197384140851,20.8389069280714,26.0887581175984,15.4614598504683,30.6253904462668,37.0286808947116,30.4505008889242,31.9686687349257,18.2514978687745,37.7013054292929,29.1704970724778
"Ptchd3",0,0.0117987659881143,0,0,0,0,0,0,0,0,0,0
"Rab10os",9.52225620621933,9.35838972224833,7.57578802018309,8.90471902557156,11.3784642348861,8.27947553961438,9.20078373502626,10.3098756464895,9.3509695854374,9.38179782763326,10.4377316888926,9.56967694425441
"Rab10",66.1434155801521,71.1338969818347,71.7761913997672,70.7400883364577,63.2922030330873,68.8712329197276,64.6233052496424,54.4962108033744,63.0528332943083,70.8184813755878,57.6761669304136,55.9610777307316
"Kif3c",7.5132786786889,7.94388226032873,7.02226917240483,7.03185470138761,7.22627701832365,6.93848629182362,7.40200297561611,6.26723831191716,5.61866610770223,6.86972344374569,7.43625228972917,4.98439834054422
"1110002L01Rik",0.34902348009639,0.335528301632909,0.30001474430356,0.443437018142099,0.59672982033396,0.523460780959963,0.552511710148799,0.387866145658817,0.439587748748054,0.442102286739152,0.464556630577882,0.383144155268096
"Asxl2",7.28850738050677,7.48145997181911,6.9050221787568,7.26139270921732,8.09512589214253,7.16933963281436,7.37481912648088,7.81869472110785,8.91739086979313,6.90463634470562,9.64076294775587,7.76213665604579
"Dtnb",6.75657015619244,6.22152276139086,7.11188070617513,5.66266064310448,8.12334659010389,5.91778663062797,6.91015383350838,8.50309848895026,8.43997397879849,7.3360564706924,6.0374798397409,9.71983849470293
"Dnmt3a",14.4739303850167,13.7645896210728,11.949125019425,13.1580420586798,14.267043919958,13.347201173596,17.1721138611447,15.064496273283,12.7890852776161,14.5754417067981,14.7784460777984,11.9985326596976
"Dnmt3aos",0.134130369665551,0.0275673694855869,0,0.217528033958006,0,0,0.128434526265108,0,0.14547127666151,0.0790038382440001,0.215227801170258,0.19364686547846
"Pomc",0.336490074542106,0.230525625585134,0.275286617414587,0.35730885146633,0.660531121879101,0.345883211446784,0.503439110029739,0.276001785590102,0.456175965681943,0.302798358653419,0.321391379645075,0.375915020263038
"Efr3b",7.64987681558546,5.26611707407923,3.93176493985726,5.33145172757032,4.93948038235809,5.33621503531254,6.90117336105121,5.02023829782821,5.55163897342064,3.90528188450313,7.52559981335561,4.87489050463302
"Dnajc27",3.08238021374216,3.54831176555094,3.05150847165938,3.19622668185697,3.53758353068764,3.08178108225692,3.48177334848702,2.28903454153471,2.68465960141414,3.99327272363372,3.02689579121489,2.26000583841567
"Adcy3",2.81994214601509,4.21361122980862,3.73457766164897,3.53051086947608,4.07996667856242,3.0408922443996,2.91455411479514,1.61396128716833,1.92532618637714,4.48785228282883,2.52084993336835,1.79826643698768
"Cenpo",1.33457092654566,1.52969384580511,1.47576844423349,1.52615224377169,1.46102396720035,1.18512738897926,1.50521686477922,1.34728018754551,1.51235864898546,1.25973193608036,1.30410305958907,1.00572032467334
"Ptrhd1",1.66651887154856,1.2939421171954,1.33742982135402,1.80180210534864,1.66840483033816,1.49341933673998,1.90603493937665,1.87954430521543,2.03837412358669,1.86320830413055,1.87825350887768,1.81403911041461
"Ncoa1",9.29739966390419,9.35635542374376,9.13611049988328,7.7047061783087,7.91731583152876,7.9992549024707,8.91957544513052,9.08143411039065,9.68214658775476,8.35072043453875,10.4122212011088,9.51979133228548
"Itsn2",20.465843122354,21.4429209010207,18.5428743100849,21.1319946244983,17.8532551137239,18.8290793876151,19.4021675030123,20.5178088980094,19.5773072359105,19.7857842902131,25.0738014090861,17.8011634558279
"Fam228a",0.0262295181061473,0.121294479575659,0.11035896366527,0.0303843807202701,0,0.0871070837157924,0.109881109437012,0.209765741122022,0.0995654096176026,0.0772469579724251,0.165346959347934,0.189340563845865
"Fam228b",0.141613041015569,0.0661483138210982,0.0722215163002333,0.0447395793038072,0.0758145994880291,0.0977227475168161,0.077045139846316,0.221752993879781,0.349060495800747,0.0379141773970687,0.206576926279146,0.225691290351962
"Pfn4",0.0568975687555246,0.204644446525854,0.119696379809996,0.0659103756359304,0.0670140686439363,0.0809804314701946,0.136203536659398,0.315019266190847,0.277687513565961,0.279275946829863,0.130426823286286,0.381383921782944
"Gm6682",0.027665012954101,0.0568589824833029,0,0.128189055220439,0.228087347558774,0.104999199305112,0.0662255468641751,0.068075645179986,0.0300041277998796,0.054316364342487,0,0.0285289765650109
"Sf3b6",32.8261243940812,31.0988829071881,32.4039694116211,29.6956953167582,25.4091407368009,26.9771262691348,34.6279795260449,31.2125003159774,35.782153891148,34.1203135814007,30.5645793908432,35.9111815779954
"Fkbp1b",2.04726741781358,1.51944026812651,1.16976747778939,1.53712411750938,2.36662234867142,1.29502583877642,1.54285251066937,0.839622778867848,1.68583396841303,1.56314737097057,1.39050964254604,1.48566101022323
"BC068281",2.09599310404255,1.99748311327806,1.4780032023182,1.57345702290276,1.50326516352646,1.78878363310347,2.25645862269344,2.0169528532526,1.80333034863027,1.91965466610421,1.90576073369748,1.7508951312283
"Mfsd2b",1.49805381186146,0.769725063828764,0.650305643652517,0.950311614408997,0.700162989191846,0.947613573760665,1.33767127795635,2.23809847935014,1.53445430162987,0.793662025154126,1.15829453224085,1.21380068388933
"Ubxn2a",22.6830960992231,22.1999115240164,22.7647482834123,26.3961736148962,19.2398431916517,22.6880229252781,20.1188516770679,23.8121612209382,24.6812210716832,25.5067137713664,24.9638290266728,27.114582393923
"Atad2b",4.53535141458734,4.27896476396993,3.99394701439077,4.83941767334352,5.07168790770137,3.99440825858093,4.52279124767933,5.67037271254658,5.47585701584761,4.71336586926822,6.33351655795876,4.6438849725163
"Klhl29",1.11773404686247,1.6579149796632,1.56020304615304,2.18648107760948,0.962512978259687,3.03158927018802,1.59656946842362,1.88118500980908,1.57248112667668,1.14901424459026,2.00020184940881,1.2940018299107
"2810032G03Rik",0.472548329378157,0.667708861864732,0.704159783927275,0.513189292014259,0.278284176944295,0.588492133943179,0.707002459766194,0.545065132015429,0.448440072252254,0.463891111681781,0.575464294634763,0.426392541633811
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Apob",0.26712281542424,0.0741161680863845,0.116136497543257,0.272303819508455,0.57260435703913,0.210370187420762,0.652237598873815,0.762482465403671,0.648946852706404,0.21240553103274,0.502109043043173,0.925562126465456
"1110057K04Rik",13.3812669568679,10.4185783472646,11.3108806823828,13.5598087303196,10.1094266771698,13.8405944878964,12.1781517790668,11.7025943665044,12.8652871307834,12.8875972408703,11.5925620365652,10.1691083390429
"Gdf7",0.0265576214419997,0,0.0744929578421992,0,0,0,0,0,0,0.0521421567633739,0,0.0821610054184624
"Hs1bp3",11.1160883947469,10.9198656186467,10.7633132084137,10.1705859458734,12.7670862844947,9.42714793876027,11.3957419463234,9.07147095957325,9.99896180806792,10.3452383476563,10.4517389333868,8.87267567135381
"Rhob",217.285657774219,266.819890101617,296.408583101263,200.992610246399,637.322810716445,229.424653142729,264.985601313438,146.211155834909,173.811850992411,229.338824202824,205.005343513996,195.44308953056
"Slc7a15",0,0.0127567012153484,0,0,0,0.0117786438913102,0,0,0.0269265243135572,0.0121862474627397,0.0426839536949273,0
"Pum2",46.0953278995036,46.8837007650592,46.2002962511136,47.6678603835468,39.2899194596793,45.5458525752139,45.1488852280235,42.5130367785113,43.8393335929888,46.4455364518418,47.9089948241039,41.3172204529311
"Sdc1",15.7929293207354,10.49472436503,10.6909704367335,7.99948362724775,15.107001668795,10.7398530648526,11.539617340445,8.30189844070358,7.87187158057502,11.0398988078474,7.98456708805734,6.80782972220472
"Laptm4a",488.570470021805,540.610812166782,544.280784569343,562.788141195687,413.717726821674,574.255860432531,532.851714367863,419.789041559741,457.067676490075,517.121064269966,459.947067956483,384.889809709665
"Matn3",0,0,0,0.0142798524519783,0,0.0116965763658565,0,0.0303336401714404,0,0.0121013399654877,0,0
"Wdr35",6.20927106094273,5.10294479848241,5.96772210321972,5.90910828780244,6.42653016889716,5.87558019444857,6.13595071946537,7.09838950217713,7.14713763475652,6.15364709564691,6.08902019587129,5.80124916332614
"Ttc32",8.17390472741867,6.56709875885652,7.29509536148657,8.04838187927909,6.91410951826948,6.41613357233783,7.29315457396415,6.21694022041704,7.5755622034248,7.36763460850797,6.8134972484756,7.93108401404959
"1700022H16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Osr1",0.240180736531899,0.0189859804761501,0.0259113993091091,0.171216211995077,0.239364522660067,0.210363885629188,0.287476833093395,0.0454627506100056,0.180338086880728,0.126958762104356,0.169405699862645,0.0571572583691839
"Nt5c1b",0.0200291711036968,0,0,0,0,0,0.0239732909537971,0,0.0217226650324735,0,0,0
"Rdh14",12.0145091719716,12.0611923457576,11.2569891544678,11.6955095897453,12.6048364222717,10.5856241003245,11.9635190685056,12.8877786898231,13.9610918844915,13.1324201682537,12.0057802229848,14.9405397502641
"4931412M21",0,0,0,0,0,0,0,0,0,0,0,0
"7420701I03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Kcns3",0.182187540359714,0.536703069537146,0.953918975022761,0.16883743167151,0.557910194885625,0.195916698213061,0.319826742015188,0.388536348217514,0.223937313435453,0.655782649911377,0.167052073761252,0.275553168221579
"Msgn1",0,0,0,0.0759073638276235,0,0.0621754517931065,0,0,0,0,0,0
"Gen1",0.101854100388735,0.174447791977785,0.15872014624008,0.31463521381855,0.253257249365007,0.107381910346303,0.162548113503358,0.264557757852224,0.380494015440873,0.18886642008884,0.18159640854146,0.128376049587239
"Smc6",14.2834121192055,14.596339109728,13.4384804025243,13.849754408057,12.3946843638169,13.9365448481566,12.8260315592323,11.6423629338998,14.0671217830673,14.5359965230775,12.836869592936,11.6864779823876
"Mir7675",0,0,0,0,0,0,0,0,0.694750752331695,0,0.734213065568491,0
"Vsnl1",0,0,0,0.0222311339309207,0,0,0.0229702761979822,0,0,0,0,0.0197905038878149
"4930511A02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Rad51ap2",0,0,0,0,0,0,0,0,0,0,0,0.0241350648987777
"Tubb2a-ps2",0,0,0,0,0,0,0,0,0,0,0,0
"Fam49a",11.457384082931,13.6168760002481,10.6515787117415,12.2513357880698,11.3191572355427,11.9474978458898,9.9343033129115,9.06146796711315,8.72737640614691,11.089490218423,12.0075942897408,6.82040853952902
"4921511I17Rik",0,0.0284718916760163,0.0388574377409533,0,0.2610600257986,0,0,0.102265762278212,0.0300488766854872,0,0.0952670196934507,0.0857145761226166
"Mycn",11.8646992208819,7.3243612308528,7.64756585055685,8.93616224246976,18.5255952696899,8.32449304899146,11.2889174345202,5.6172503237816,10.2446297377724,9.9754011732457,6.80759186757842,4.0292124186514
"Ddx1",41.6836335928232,39.3715406860152,40.0147567128928,39.0126957066049,36.7415420361153,39.2657242642371,39.0129627063548,37.3626657756224,42.3356177358478,42.5597313762165,35.1851315990538,37.1195147590638
"Nbas",7.85162872485595,8.91764422557687,9.37796887925907,8.28093771814029,8.2443224901388,8.31183596015776,8.69139411986194,9.10467561529227,8.64907110623761,8.10073057442209,10.0755531652613,8.78479693018011
"Fam84a",0.879387275677103,0.92627992676867,2.25081133300304,0.483875757701176,2.61525376880091,0.657091512870284,0.749945538165602,1.09548415822699,1.34715870733193,2.42796559100459,0.91972133716479,1.46229574052025
"Gm16497",0,0,0,0,0,0,0,0,0,0,0,0
"4930448C13Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Trib2",72.086766430795,60.9455897923395,68.0703446579873,70.0032246979306,49.9833482190166,85.4212506973761,70.6781500445752,58.9431546764521,68.323887469182,54.0846011513758,66.4125275216915,60.1001491767607
"Mir6387",0.688039118469585,1.06057796493161,0,0.398513660095023,0,0.326421121913809,0.823526939246178,0.423266627207043,1.86553442755733,0.675434049184816,0.788599218573565,2.83810485383775
"Lpin1",8.44323148104144,7.93627249216945,7.79114364246101,8.52519912299698,7.88065547878596,8.58399174609045,8.87078764880931,11.7535782230335,9.94543286578021,7.08444782278599,9.05243029628254,14.0073487681419
"Ntsr2",0,0,0,0,0,0,0,0,0.0260475395185768,0.0235768834233872,0,0
"Greb1",0.346351895229605,1.14172630316851,1.48879497173195,0.390794267163401,1.09135574889165,0.507889135452334,0.31226227284734,0.774793148107807,0.561015438020872,1.006772882998,0.592881494835573,1.38692617948137
"E2f6",13.6499683767536,13.1552459111709,14.8640908235418,14.6913593538877,12.7283235715465,14.547710577601,13.7188502138846,15.1093976298668,13.4318478784128,14.9926875244533,14.1436028119648,12.3570130204654
"Rock2",34.0517532867944,40.6159530484318,39.6792104703922,39.2308147834233,32.9676095447609,34.8970742802084,33.8024300100472,28.9385047410091,33.0481798835685,39.4233623016459,35.6641339063836,28.2528166415865
"Pqlc3",7.54365492492987,8.05026988045267,8.74868889028603,10.2323785071861,7.55598887468424,10.8742842123721,7.60145733596602,6.72305325609729,8.68845344325962,7.56368923104489,7.68550665771651,5.46873870209126
"2410004P03Rik",0.0619924011079381,0.297292154797292,0.405733891072668,0.359061251031111,0.486765148214576,0.470569270300664,0.272066185713142,0.101696987182115,0.201701831322105,0.507139024693827,0.307895801690012,0.234404099440993
"Kcnf1",2.24988360727369,2.82230227293556,4.03675145290027,4.05320596281236,1.02341635505177,4.72598348486446,3.19436968541178,4.3526905108984,3.24787635063729,1.56129774994277,4.03702201765494,2.54416039622582
"Pdia6",111.65466436213,129.257752315222,154.901234952977,111.517812210911,108.751786644769,132.685808174681,99.0069276597544,91.4255914767213,85.0473003313147,128.609635693769,109.056035371189,100.789450726996
"Atp6v1c2",1.55875111497994,3.65789820340845,7.53719934029608,1.80566364711809,3.67180027206119,1.78806009674515,2.47831588604704,5.8107060331166,3.07830702786416,4.08813119562957,2.21321333603426,5.01422219480477
"Nol10",7.47810500696983,7.51852456854396,6.6487210140809,6.61591398467197,6.49221793812768,6.11564073822711,6.22526794128089,5.58779988094495,7.04429798311935,7.04794846098476,6.5887385482161,5.86392762751239
"Mir3066",0,0,0,0,0,0,0,0,0,0,0,0
"Odc1",65.2932104792197,28.5868859240223,26.821106116184,28.8619645841258,16.9577166846376,32.7897514267342,36.1944454782472,78.3237693766022,83.992556403408,30.845617143691,28.7072408118193,127.368730375146
"Hpcal1",49.5784856654041,61.1969112474822,62.5894747084621,47.9196720400232,61.0287807283252,56.4823551556023,55.4669925294456,50.5739899040031,42.1025186861458,60.1659862518569,49.9500058534546,44.3033440268362
"5730507C01Rik",0,0.0150199869148457,0,0.0507940306336694,0.0172148649978326,0.0138684032913814,0.0524828340510939,0.0179830038309837,0,0.0143483236254839,0.0670092176285956,0.0150725474141659
"1700030C10Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Asap2",28.9826937700817,25.7698595219198,22.9846978599399,26.5861030671317,22.7469750846796,24.9611283273932,28.8090866195248,19.7130897628535,21.1021212838878,24.7395114813938,23.7179650873044,19.5181553299983
"Itgb1bp1",11.5189644092128,10.6555826700813,9.14806515447888,10.7254188690249,11.9558247887615,9.57525182168939,10.8684462440963,9.92801913848067,9.67609105435284,11.1716935904656,10.7937940002198,8.95502347958517
"Cpsf3",19.2736958061292,18.0613113121712,18.726249253816,16.2238647090247,18.2220152948855,17.2136138509235,17.2844150178504,18.8565282420738,20.6514661130596,17.3248833615905,16.1354793237825,18.2592136494952
"Iah1",41.16643555042,24.9865754675464,30.8370276002363,32.0239724351953,35.5374303369512,28.2103990761537,42.261339258076,55.8327991145636,60.1822212176399,34.425254195817,38.261539624269,71.8705613067692
"Adam17",30.2622286911225,35.3361268509389,35.5821998243937,34.4694171335641,32.4979497318578,33.0298000469462,30.914296324643,25.950802503777,28.9507982733174,33.3872246158587,29.827768861115,23.4265283506779
"Ywhaq",32.9984865557574,42.867455526648,43.5631286989245,40.102184085619,35.1740648598748,36.7905997768031,34.206420857542,25.4561777215989,33.821520273937,42.2642452672375,29.8695969423693,23.4244530945898
"2410018L13Rik",0.0792198558579053,0.081408969589633,0,0.0305895346768035,0.217712372261146,0.0501115581616082,0.158032888128264,0.0974686476297668,0.0286393344955496,0.077768525918934,0.121064272360974,0.027231283245778
"9030624G23Rik",0.163818837730854,0.134676566975442,0.160826617316723,0.151814727655247,0.289419225029699,0.279789533068979,0.137254489874363,0.181399983088733,0.14213595638532,0.209062919985776,0.300418749932786,0.168934812728437
"Taf1b",7.10326269706787,5.25718884251388,5.08431962857445,6.75756001337951,6.45890820886485,5.04618923089342,6.78400200769808,5.52447853400693,5.82778540935591,6.52150141397167,5.69478781911965,5.59819345240656
"Grhl1",0.715716612753631,0.519172442890034,0.487126966671503,0.475506950798935,0.471072832671568,0.858866679981717,0.743273889076012,0.686339426100032,1.06161063968192,0.79559625396897,0.892703251393758,0.542697103779173
"Klf11",16.6922920840966,16.7220811025279,20.2699697118151,13.2944637385793,15.4842047302127,17.8038047780554,16.9304895415492,13.8217493894993,12.2950993261714,9.66335454094901,18.9715345912791,15.2507153716708
"Cys1",19.3654187577087,24.5952530888166,31.1286130378993,21.7539023637943,28.4988811909222,29.7103603521246,22.0900572136643,39.9676075906124,17.7142542204965,22.4436665505514,22.4506217144071,27.5788747235958
"Rrm2",0.88624488287275,1.10339028645178,1.69708968107977,1.40174437871956,4.75741480614873,0.776223438532655,0.469183696579703,1.34202703085095,1.44176715759109,2.15829063606487,0.761830254273361,1.54663695704553
"Mboat2",2.25578539555385,2.69992847644018,2.62400113767757,2.88979334091763,3.57895813671725,2.21593310190632,2.58881575687316,2.15503179909414,2.86386185121872,4.33773395444334,2.34213967916349,2.7777951256937
"Kidins220",28.1090285632535,26.8173485853093,29.052822168579,27.6831858763766,27.1417208472353,27.71889494598,28.9640721699155,36.1465811208626,35.5920378664129,28.8653612059891,35.4620347875604,36.5907326883298
"Id2",86.2840000171339,50.7576605292269,65.4625021768617,85.6729177947679,106.648254053396,61.167007024283,99.5690684281039,152.51973672453,139.22870619251,91.8431006408051,98.8613275095737,133.317298051619
"Gm17746",0.0666441477979508,0.102728627993375,0.28040084669391,0,0.196234021634486,0,0.119651447675229,0.245988138502389,0.180697505090755,0.359827645933435,0.038192249150648,0.0343627045083494
"4930480M12Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Rnf144a",45.9182301709029,43.8946397643852,33.7814257361955,26.6292190504331,22.413135131105,28.634933175033,35.8205557541719,24.3589452929083,29.2633530344074,39.075661947561,33.1897808011953,24.5798976639509
"Mir6538",0,0,0,0.78253591436841,0,0,0,0,0,0,0,0
"Rsad2",13.1143709809431,12.0040052886843,9.85712073754365,9.64266183517639,13.0991523572385,9.4071376428952,9.38755437799619,8.550768661231,11.5084498466823,11.4479379453908,10.9582997358244,5.69907950900761
"Cmpk2",8.51666859908071,9.2189467506755,7.99019314556048,7.86830169150927,7.82167026966432,6.88708647439597,6.94458653189345,6.42186656970384,6.44425439133632,9.35568291646023,8.01210871175399,5.89914644831092
"Gm20187",0,0,0,0,0,0,0,0,0,0,0,0
"Gm9866",0,0,0,0,0,0,0,0.0219035916331388,0,0,0,0
"Sox11",0.184649475883211,0.162644544142866,0.117151657342533,0.315755232279763,0.491920216344408,0.0375436434150068,0.305204872052897,0.194729694306116,0.314697181389862,0.483377722100315,0.166286097207205,0.0634719935363075
"Dcdc2c",0,0,0,0,0,0,0,0,0,0,0,0
"Allc",0,0.0261691615747347,0,0,0,0,0,0,0,0,0,0
"Colec11",0.188054075763921,0.165643413178039,0.376773854017486,0.124481490355062,0.284773450050914,0.382358797903377,0.128620259491811,0.198320155047118,0.291363294542576,0.237354264572538,0.0923738780975542,0
"Rps7",0.463943130872311,0.397302879683016,0.48800251414731,0.492647479909353,0.455360945103959,0.440209962539331,0.647852618179095,0.380543564939527,0.419308466547745,0.303629041881207,0.443125471414906,0.358823870698529
"Rnaseh1",9.23115215363311,8.70008773978214,7.54615708046703,9.39365349506073,8.07926578983385,8.17822692816863,9.15657955785043,9.34963152370039,9.20961978760079,8.13580477913076,9.1189565096276,7.8627386702238
"Adi1",21.715746887769,16.5944043611508,20.9053479015734,18.0894272264745,21.4490229151681,17.2794674852858,20.2041886814223,26.8818530162897,29.1330766222529,20.9041797670095,22.0675955659583,29.8280584160954
"Mir6937",0,0,0,0,0,0,0,0,0,0,0,0
"Trappc12",11.2273638542849,10.3901279663786,11.0846885545011,10.307646113188,10.0178873336178,10.9096238970883,10.5668232392405,10.0355632813729,12.460490952714,10.1652903697225,9.55873351952141,11.6769456101899
"Tssc1",8.78347810812236,8.10101041298824,7.69914657367292,8.54684615693157,8.68996617791299,8.35499169494282,8.80472951002563,9.69910973408479,9.69284057892552,8.25610343099312,8.58230851702933,9.39744825273404
"Myt1l",0,0,0,0,0,0,0,0,0.00535631312445013,0,0.00566055533736176,0
"C630031E19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Pxdn",51.501194807828,48.6698490481073,42.842810246408,53.4902459761049,53.0759326740342,43.6324458467698,48.1752053316811,45.8233800643077,44.176441926083,47.2765028118713,53.2272279947344,34.5548062620834
"Tpo",0,0,0,0,0,0,0.0135498033879627,0,0.0122777402910537,0,0,0
"Sntg2",0.0953892487737037,0.0980251777600459,0.0668906598339131,0,0.0374498817496709,0,0.0380577276159979,0.0391209206147716,0.120696964247611,0.0624277940196492,0.0911090239687045,0.0983682041766614
"2310016D03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Tmem18",16.0649458269846,12.9592731455335,12.1373531924665,15.6560092671814,13.6990983771055,15.2788921080792,14.5077717390528,13.0276831668147,14.8077268193049,14.8828399113482,14.7994319883217,11.3725682327718
"Fam150b",0.345160964540814,0,0.0345771891244979,0,0,0.116965763658565,0.0885277797995228,0.637006443600248,0.481300454833636,0.048405359861951,0.0282577025898955,0.406788751445888
"Acp1",1.01507665040902,1.00756553017408,1.16478215733142,1.09569604899147,0.842325856292582,1.07259893025016,0.855997576093202,1.19213748588087,0.988310446191812,1.00780380018076,0.899017799007181,1.3084711915396
"Sh3yl1",4.12387082634519,3.22882086575373,5.70101457198626,3.61695379024934,5.48158788446312,3.46572277854366,4.13678648551568,7.00671816285654,6.77271822199037,5.08931702176466,3.60121419052621,7.59403056160339
"Fam110c",0.793177680393027,0.600596959916326,1.28805857104899,0.402991341669125,1.63895830803335,0.435717182959107,0.816124449904639,1.18134191233966,1.34318478784128,1.01087432979121,0.972901058419971,2.19554515940145
"6030469F06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"Lamb1",36.9547739611655,45.6411962852499,53.8213038586657,37.065494815567,58.2939006556079,32.7458347908676,39.9372082967142,40.5149233257433,36.9689644877809,58.9395113760619,37.0789034452673,37.9165503603838
"Dld",62.8372801239456,50.5220776021966,61.5362049910201,53.88912782281,54.0612233365356,51.6493689820301,61.6375736030262,77.0512560578955,89.3509880607458,64.9057415169219,56.9474613570712,96.0300260920081
"Slc26a3",0,0,0,0,0.0451135946644231,0.0121145983390692,0,0,0,0,0,0
"Cbll1",6.5555172111135,5.23116119263995,4.98060808486819,5.48868776474274,5.121918547713,5.26998632863692,5.0163827135315,5.93228195256988,5.81253412058092,5.76183845002131,6.03641508162924,4.31240364427031
"Slc26a4",1.59076965178437,4.50788636148679,10.8339653554351,1.78691301886267,4.34337241916772,1.94391560114743,3.0723992394452,8.19953812627746,2.99308449317858,4.35362485416823,2.15477126735767,4.78464157568008
"Bcap29",8.28936372211962,9.27900084059686,8.09643480643074,10.6098308110956,7.88903766457447,8.9889354369253,8.30499029867286,8.33211316745019,9.27118583639447,9.48164092550876,8.03758546181602,7.72775811173202
