ID_REF	GSM356334	GSM356337	GSM356335	GSM356336
ENSMUSG00000020686_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020687_at	2.936779	2.51958	2.8349	2.8349
ENSMUSG00000020689_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020690_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020691_at	4.076418	4.076418	4.875408	4.076418
ENSMUSG00000020692_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020694_at	6.89038	6.89038	7.740029	6.585928
ENSMUSG00000020695_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020696_at	7.526066	7.566436	6.196732	7.768394
ENSMUSG00000020697_at	3.888405	3.888405	3.888405	4.110673
ENSMUSG00000020698_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020700_at	5.418002	5.405518	5.443479	3.866811
ENSMUSG00000020701_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020702_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020703_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020704_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020705_at	6.602034	6.869683	7.153608	6.602034
ENSMUSG00000020706_at	6.081614	3.883955	5.366894	5.592173
ENSMUSG00000020707_at	4.593275	4.378993	2.898702	4.789166
ENSMUSG00000020708_at	9.780396	9.928706	9.793633	9.76916
ENSMUSG00000020709_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020712_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020713_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020715_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020716_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020717_at	6.132252	6.132252	6.132252	6.123919
ENSMUSG00000020718_at	6.873219	7.116594	7.871364	6.308255
ENSMUSG00000020719_at	11.022417	10.747304	10.904792	10.101946
ENSMUSG00000020720_at	9.598113	9.514526	10.198789	10.103949
ENSMUSG00000020721_at	3.875814	3.875814	3.875814	3.875814
ENSMUSG00000020722_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020728_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020732_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020733_at	11.537228	11.385572	11.043889	11.244451
ENSMUSG00000020734_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020736_at	7.800411	7.314407	6.791101	6.839607
ENSMUSG00000020737_at	3.701403	3.074774	4.874847	2.757574
ENSMUSG00000020739_at	4.963701	4.963701	4.963701	4.963701
ENSMUSG00000020740_at	5.008479	5.008342	3.571964	4.925938
ENSMUSG00000020741_at	9.236139	9.424596	9.386964	9.558047
ENSMUSG00000020743_at	6.583471	6.793089	6.533969	6.797243
ENSMUSG00000020744_at	7.997556	8.191196	6.322865	8.514236
ENSMUSG00000020745_at	8.540066	8.644567	8.598734	8.598734
ENSMUSG00000020747_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020752_at	4.889512	4.889512	4.889512	4.889512
ENSMUSG00000020755_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020758_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020766_at	7.733386	7.299732	6.907243	7.093172
ENSMUSG00000020770_at	5.268862	5.272549	5.268862	5.265175
ENSMUSG00000020773_at	3.640889	3.495368	3.932776	3.495368
ENSMUSG00000020774_at	10.637782	10.65188	9.961651	10.968125
ENSMUSG00000020775_at	8.213548	7.907479	7.930257	8.986635
ENSMUSG00000020776_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020777_at	11.582906	11.278408	12.322099	12.299162
ENSMUSG00000020778_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020780_at	8.912948	9.080872	9.32474	9.083601
ENSMUSG00000020781_at	2.914161	2.914161	2.914161	2.914161
ENSMUSG00000020782_at	8.641852	8.616603	8.700787	8.665295
ENSMUSG00000020783_at	5.812365	5.825255	6.684224	5.597393
ENSMUSG00000020785_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020787_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020788_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020790_at	7.968193	8.066122	7.968193	7.897794
ENSMUSG00000020792_at	6.553979	6.54303	6.093321	6.47682
ENSMUSG00000020793_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020794_at	8.302363	8.245699	8.719936	8.245699
ENSMUSG00000020798_at	3.574037	4.279502	3.593703	3.593703
ENSMUSG00000020799_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020801_at	6.622688	6.360746	6.804006	7.195362
ENSMUSG00000020802_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020803_at	10.566178	10.477654	10.499555	10.705117
ENSMUSG00000020804_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020805_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020806_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020807_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020808_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020810_at	3.898605	3.887596	6.096825	3.887596
ENSMUSG00000020811_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020812_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020814_at	2.321928	2.321928	2.994058	2.321928
ENSMUSG00000020815_at	7.504023	7.493678	6.897191	7.613443
ENSMUSG00000020817_at	4.901232	4.901232	4.836372	5.384721
ENSMUSG00000020818_at	8.308392	8.376169	7.76338	8.90901
ENSMUSG00000020821_at	2.916582	2.916582	2.916582	2.916582
ENSMUSG00000020823_at	6.276649	6.084309	6.582469	6.084309
ENSMUSG00000020826_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020828_at	4.205854	4.205854	4.205854	4.205854
ENSMUSG00000020829_at	7.095301	6.855084	5.141506	6.8154
ENSMUSG00000020831_at	6.845795	6.83216	6.320928	7.144708
ENSMUSG00000020832_at	5.871813	5.871813	5.507714	5.930402
ENSMUSG00000020834_at	5.844045	5.844045	5.844045	5.844045
ENSMUSG00000020836_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020838_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020839_at	11.691349	11.767382	11.762332	12.331726
ENSMUSG00000020840_at	9.555484	10.064574	9.589248	9.926752
ENSMUSG00000020841_at	5.076993	4.834664	5.076993	5.665249
ENSMUSG00000020843_at	4.359689	4.359689	4.359689	4.37458
ENSMUSG00000020844_at	2.609747	2.609747	2.609747	2.609747
ENSMUSG00000020846_at	5.906221	6.955334	8.03213	8.026079
ENSMUSG00000020847_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020848_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020849_at	11.344852	11.300437	11.392557	11.234852
ENSMUSG00000020850_at	10.181434	9.864979	9.858411	10.156976
ENSMUSG00000020859_at	10.929503	10.765441	10.87921	10.987454
ENSMUSG00000020863_at	7.107856	7.372836	6.558505	6.636388
ENSMUSG00000020864_at	8.297517	7.62739	6.876373	7.975175
ENSMUSG00000020865_at	4.459672	4.911784	4.174426	2.430966
ENSMUSG00000020866_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020868_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020869_at	7.817245	7.451554	7.679624	7.792936
ENSMUSG00000020871_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020872_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020873_at	9.073301	9.259256	9.551229	9.72196
ENSMUSG00000020876_at	2.386002	2.386002	2.386002	2.797709
ENSMUSG00000020877_at	7.24297	7.239171	5.947607	7.388212
ENSMUSG00000020878_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020882_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020883_at	6.79492	6.904807	6.861987	6.418383
ENSMUSG00000020884_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020886_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020888_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020889_at	5.306542	7.258768	9.754629	6.541937
ENSMUSG00000020890_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020891_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020892_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020893_at	5.808313	6.013667	8.667935	5.266302
ENSMUSG00000020894_at	3.814398	3.814398	3.814398	3.814398
ENSMUSG00000020895_at	5.832118	5.53707	3.505138	5.53707
ENSMUSG00000020897_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020898_at	6.610391	6.727456	6.751833	6.794955
ENSMUSG00000020899_at	6.761	7.112151	5.899919	6.676938
ENSMUSG00000020900_at	8.778187	8.892859	9.035206	8.755602
ENSMUSG00000020901_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020902_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020903_at	4.912849	4.912849	4.912849	4.912849
ENSMUSG00000020904_at	2.321928	2.321928	2.54382	2.321928
ENSMUSG00000020905_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020907_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020908_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020910_at	7.474976	7.997336	9.004618	8.408541
ENSMUSG00000020911_at	3.034824	3.034824	4.23014	2.824929
ENSMUSG00000020912_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020913_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020914_at	2.404864	2.404864	2.404864	2.321928
ENSMUSG00000020916_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020917_at	9.839316	9.584061	9.467397	9.543851
ENSMUSG00000020918_at	5.538909	5.538909	5.338889	5.538909
ENSMUSG00000020919_at	5.060365	5.068236	4.466665	5.060365
ENSMUSG00000020921_at	4.222409	4.222409	4.222409	4.222409
ENSMUSG00000020922_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020923_at	5.503625	5.733812	5.287007	5.503625
ENSMUSG00000020925_at	4.623782	4.623782	4.623782	4.527262
ENSMUSG00000020926_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020928_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020929_at	8.933557	8.988132	9.144787	8.687407
ENSMUSG00000020930_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020932_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020935_at	4.437789	4.393826	4.393826	4.393826
ENSMUSG00000020936_at	7.41207	7.41207	7.417775	7.458646
ENSMUSG00000020937_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020940_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020941_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020945_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020946_at	7.15409	6.951663	7.065043	7.447528
ENSMUSG00000020948_at	6.26202	6.382618	7.478593	6.218323
ENSMUSG00000020949_at	8.353694	8.345718	8.157454	8.344941
ENSMUSG00000020950_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020952_at	8.81563	8.695603	8.587646	9.356085
ENSMUSG00000020953_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020954_at	9.094577	8.896472	8.302314	8.860574
ENSMUSG00000020955_at	9.045509	9.015642	8.379844	8.819786
ENSMUSG00000020956_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020961_at	2.842807	2.842807	3.363686	2.321928
ENSMUSG00000020962_at	3.589056	3.589056	3.607654	3.589056
ENSMUSG00000020963_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020964_at	8.040022	8.040022	7.926049	8.214521
ENSMUSG00000020973_at	3.832337	3.905595	3.889582	3.902642
ENSMUSG00000020974_at	2.992682	2.92656	2.992865	4.262365
ENSMUSG00000020978_at	8.547079	8.594001	8.934178	8.70847
ENSMUSG00000020982_at	8.200468	8.530102	8.760257	8.549681
ENSMUSG00000020986_at	8.699448	8.613776	8.394549	8.913265
ENSMUSG00000020988_at	9.395462	9.325975	8.29526	9.696615
ENSMUSG00000020990_at	7.527701	7.527701	5.052394	7.721694
ENSMUSG00000020992_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000020993_at	9.317474	9.094397	8.753518	8.962642
ENSMUSG00000020994_at	6.912929	6.728118	7.52188	6.759734
ENSMUSG00000021000_at	10.909881	10.772684	10.994984	11.036408
ENSMUSG00000021003_at	4.316382	4.288299	4.316382	4.932018
ENSMUSG00000021007_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021009_at	4.538866	4.53174	4.53174	4.393362
ENSMUSG00000021010_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021012_at	9.580736	9.25024	9.743251	9.481098
ENSMUSG00000021013_at	7.098466	6.879273	6.015813	7.466908
ENSMUSG00000021018_at	6.579833	6.499627	6.499627	6.419421
ENSMUSG00000021022_at	5.899819	5.642586	5.899819	6.118537
ENSMUSG00000021023_at	7.121014	7.120927	7.320242	7.330453
ENSMUSG00000021024_at	10.903786	10.984656	11.597678	11.296495
ENSMUSG00000021025_at	9.297206	9.026439	11.09351	8.071655
ENSMUSG00000021027_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021028_at	6.237521	6.237155	7.59596	6.229608
ENSMUSG00000021032_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021033_at	10.470489	10.262372	9.547664	10.506526
ENSMUSG00000021036_at	8.459124	7.981072	9.683533	8.680108
ENSMUSG00000021037_at	9.238977	9.36298	9.194162	9.321471
ENSMUSG00000021039_at	8.522897	8.355116	8.657622	8.151768
ENSMUSG00000021040_at	9.501142	9.177107	9.077953	9.443861
ENSMUSG00000021044_at	5.054749	5.315681	5.054749	4.970175
ENSMUSG00000021047_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021048_at	10.910886	11.134592	10.769937	10.994104
ENSMUSG00000021051_at	8.193696	7.751547	7.879057	8.241614
ENSMUSG00000021054_at	9.182564	9.092378	8.890743	9.371224
ENSMUSG00000021055_at	2.321928	2.321928	2.321928	2.904751
ENSMUSG00000021056_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021061_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021062_at	4.507422	4.507422	5.195527	4.507422
ENSMUSG00000021065_at	9.284238	8.763354	8.546758	9.546145
ENSMUSG00000021066_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021067_at	7.558687	7.339503	9.398635	8.415338
ENSMUSG00000021068_at	3.976811	3.976811	3.976811	4.248287
ENSMUSG00000021069_at	9.037477	9.349606	8.334361	7.805326
ENSMUSG00000021070_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021072_at	9.878203	9.76712	9.667976	9.872831
ENSMUSG00000021076_at	8.843805	8.596381	9.02226	8.968064
ENSMUSG00000021078_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021079_at	4.612487	4.260903	3.849656	4.849707
ENSMUSG00000021081_at	10.906888	10.865162	9.701808	9.629758
ENSMUSG00000021087_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021090_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021091_at	2.321928	2.321928	9.036226	2.321928
ENSMUSG00000021094_at	6.34459	5.982796	6.805905	5.286899
ENSMUSG00000021095_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021096_at	8.737263	8.614763	9.226065	8.83073
ENSMUSG00000021097_at	7.118311	7.407801	7.229788	7.461271
ENSMUSG00000021098_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021099_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021101_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021102_at	11.221213	11.316826	11.071653	10.976773
ENSMUSG00000021103_at	6.026847	6.32201	6.923914	6.34851
ENSMUSG00000021108_at	5.233059	5.233059	6.515006	5.228681
ENSMUSG00000021109_at	8.005968	7.731773	7.739808	7.391956
ENSMUSG00000021111_at	7.895923	7.266975	7.578192	8.628271
ENSMUSG00000021112_at	8.06734	7.91065	7.348131	8.33667
ENSMUSG00000021113_at	6.041956	6.005366	4.35327	5.729843
ENSMUSG00000021114_at	10.879832	10.77131	10.536491	10.795865
ENSMUSG00000021115_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021118_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021120_at	6.659154	6.659154	4.458833	6.71836
ENSMUSG00000021123_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021124_at	10.57682	10.689402	10.036308	10.292178
ENSMUSG00000021125_at	8.224674	8.078901	9.603132	6.367934
ENSMUSG00000021127_at	7.352955	7.382264	8.607518	8.016978
ENSMUSG00000021130_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021133_at	8.518675	8.268331	9.413854	8.420952
ENSMUSG00000021134_at	10.266324	10.074659	11.916127	10.444801
ENSMUSG00000021135_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021136_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021139_at	8.268853	8.268853	7.717335	8.398015
ENSMUSG00000021140_at	5.288507	5.288507	5.288507	5.288507
ENSMUSG00000021143_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021144_at	6.347102	6.347102	6.562516	6.131278
ENSMUSG00000021147_at	4.233606	4.233606	4.233606	4.233606
ENSMUSG00000021149_at	7.386448	7.391819	7.811052	7.091206
ENSMUSG00000021156_at	8.882474	9.06316	8.8911	8.815155
ENSMUSG00000021171_at	7.68691	7.540988	8.30405	7.537248
ENSMUSG00000021175_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021176_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021177_at	2.426415	2.426415	2.426415	2.524678
ENSMUSG00000021179_at	7.060307	7.31106	7.739754	7.145818
ENSMUSG00000021180_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021182_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021185_at	8.547543	8.43445	7.028215	9.095291
ENSMUSG00000021186_at	5.579605	5.579605	5.579605	5.579605
ENSMUSG00000021187_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021188_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021189_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021190_at	12.338315	11.977238	12.329537	12.176381
ENSMUSG00000021192_at	8.522103	8.535216	9.093413	8.512134
ENSMUSG00000021193_at	7.785719	7.59845	7.53606	7.661495
ENSMUSG00000021194_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021196_at	7.735099	7.568774	7.577173	7.109256
ENSMUSG00000021200_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021203_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021206_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021207_at	10.733972	10.383764	10.366091	12.582862
ENSMUSG00000021208_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021209_at	2.321928	2.321928	2.623111	2.321928
ENSMUSG00000021210_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021211_at	3.645971	3.645971	3.645971	3.645971
ENSMUSG00000021213_at	8.320778	8.95431	7.233591	6.470614
ENSMUSG00000021214_at	10.437634	10.634607	10.594926	10.627529
ENSMUSG00000021215_at	8.370684	8.312228	9.275217	8.42187
ENSMUSG00000021218_at	11.094788	11.162442	11.200429	11.195163
ENSMUSG00000021219_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021221_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021222_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021223_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021224_at	2.321928	2.321928	2.321928	3.422301
ENSMUSG00000021226_at	6.551916	6.551916	6.551916	6.551916
ENSMUSG00000021228_at	9.634833	9.513218	6.979199	8.54874
ENSMUSG00000021235_at	4.075189	4.074891	3.601535	4.493913
ENSMUSG00000021236_at	9.955591	9.909906	9.220404	10.265125
ENSMUSG00000021238_at	12.55288	12.450625	12.242834	12.507443
ENSMUSG00000021239_at	2.321928	2.321928	2.817196	2.321928
ENSMUSG00000021240_at	7.266172	7.24328	8.025609	6.601733
ENSMUSG00000021241_at	8.901295	8.733322	8.158828	9.133014
ENSMUSG00000021242_at	10.125539	10.125539	10.785516	10.125539
ENSMUSG00000021244_at	5.814058	5.66724	5.631684	5.399939
ENSMUSG00000021245_at	5.083952	5.217941	4.537874	5.083952
ENSMUSG00000021248_at	9.341506	9.198159	9.669972	9.522377
ENSMUSG00000021250_at	4.818222	2.321928	7.947003	2.321928
ENSMUSG00000021252_at	7.725751	7.524493	6.426426	7.73465
ENSMUSG00000021253_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021254_at	2.852986	2.852986	2.852986	2.852986
ENSMUSG00000021255_at	6.529277	6.427383	6.956071	5.820016
ENSMUSG00000021257_at	4.63956	4.63956	4.63956	4.63956
ENSMUSG00000021259_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021262_at	3.586528	3.541566	3.541566	3.117604
ENSMUSG00000021263_at	6.857362	7.359699	9.049549	10.093846
ENSMUSG00000021264_at	9.592039	9.202025	9.894505	9.513485
ENSMUSG00000021265_at	2.321928	2.321928	2.834347	2.321928
ENSMUSG00000021266_at	5.323666	5.323666	5.323666	5.823183
ENSMUSG00000021268_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021273_at	6.903643	6.92579	7.562331	6.195976
ENSMUSG00000021275_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021276_at	6.167331	6.167331	6.001002	6.167331
ENSMUSG00000021277_at	4.725407	4.472512	4.355031	4.472512
ENSMUSG00000021278_at	11.69093	11.585967	10.8291	11.391192
ENSMUSG00000021279_at	6.613259	6.28206	6.598144	6.075779
ENSMUSG00000021280_at	4.563621	4.563621	3.348497	4.776153
ENSMUSG00000021281_at	7.225403	7.416602	7.306639	7.57047
ENSMUSG00000021282_at	10.434934	10.161718	10.910657	10.398975
ENSMUSG00000021285_at	6.883747	7.024823	7.103036	6.938419
ENSMUSG00000021286_at	9.810569	9.603633	9.626321	9.34954
ENSMUSG00000021287_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021288_at	4.632433	4.632433	4.632433	4.707375
ENSMUSG00000021290_at	11.692814	11.581479	11.133367	11.245107
ENSMUSG00000021294_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021298_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021302_at	6.257626	6.612926	6.147324	6.363137
ENSMUSG00000021303_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021306_at	8.218239	7.579029	7.206934	8.484376
ENSMUSG00000021311_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021313_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021314_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021318_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021319_at	2.787876	2.787876	2.787876	2.787876
ENSMUSG00000021322_at	7.553338	7.223782	6.740923	8.537797
ENSMUSG00000021326_at	6.376047	6.376047	6.376047	6.376047
ENSMUSG00000021327_at	6.019845	6.057032	4.673569	6.001576
ENSMUSG00000021335_at	12.254578	12.153166	12.45719	12.867201
ENSMUSG00000021337_at	2.321928	2.321928	2.99207	2.321928
ENSMUSG00000021338_at	8.028117	7.329132	8.291681	7.396647
ENSMUSG00000021339_at	5.550366	5.550366	5.809633	5.622004
ENSMUSG00000021340_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021342_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021345_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021346_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021347_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021348_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021356_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021357_at	7.29198	7.29198	7.29198	7.29198
ENSMUSG00000021359_at	2.321928	2.321928	2.783782	2.321928
ENSMUSG00000021360_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021361_at	9.79269	9.404747	9.564972	9.964766
ENSMUSG00000021362_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021363_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021365_at	4.42201	4.42201	3.151373	4.42201
ENSMUSG00000021367_at	2.321928	2.321928	5.053029	2.321928
ENSMUSG00000021368_at	5.832974	5.844014	4.757905	5.832974
ENSMUSG00000021373_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021374_at	9.268671	8.818357	8.566648	8.510895
ENSMUSG00000021375_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021376_at	10.314517	10.216042	9.819985	10.85056
ENSMUSG00000021379_at	11.185637	11.458295	10.250229	10.67148
ENSMUSG00000021381_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021384_at	7.812124	6.453541	7.862341	6.573005
ENSMUSG00000021385_at	2.69187	2.419716	2.69187	3.900623
ENSMUSG00000021388_at	3.38369	2.763566	2.763566	2.763566
ENSMUSG00000021390_at	8.245177	8.103832	7.734837	8.174986
ENSMUSG00000021391_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021392_at	2.834337	2.834337	2.69896	2.834337
ENSMUSG00000021395_at	9.035094	8.864266	9.34889	8.761762
ENSMUSG00000021396_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021400_at	6.95971	7.063573	7.254626	6.896242
ENSMUSG00000021403_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021404_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021408_at	5.88072	5.824272	5.824272	5.824272
ENSMUSG00000021411_at	5.703174	5.723885	7.182939	5.703174
ENSMUSG00000021413_at	7.976142	7.917274	7.49959	7.635866
ENSMUSG00000021414_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021415_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021416_at	11.543361	11.707422	10.896854	12.269627
ENSMUSG00000021417_at	10.38344	10.237375	10.868911	10.588891
ENSMUSG00000021418_at	3.254354	3.255342	3.255342	4.961373
ENSMUSG00000021420_at	8.205719	8.310733	7.557119	8.546776
ENSMUSG00000021423_at	2.321928	2.321928	5.452228	2.321928
ENSMUSG00000021427_at	9.500344	9.305821	9.292974	9.088936
ENSMUSG00000021428_at	4.943337	4.943337	5.783607	4.943337
ENSMUSG00000021431_at	4.930076	4.93035	5.020265	4.93035
ENSMUSG00000021432_at	7.135622	7.289827	8.467028	7.56189
ENSMUSG00000021439_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021440_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021441_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021448_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021451_at	4.950878	4.928978	4.549136	4.928978
ENSMUSG00000021453_at	7.909467	7.701835	11.739425	7.450311
ENSMUSG00000021456_at	7.720778	7.84946	6.660839	6.917265
ENSMUSG00000021457_at	2.321928	2.321928	2.321928	2.321928
ENSMUSG00000021458_at	7.83214	7.821069	8.070948	7.606321
ENSMUSG00000021460_at	8.967265	9.05783	8.50159	8.954223
