GSM356334	GSM356337	GSM356335	GSM356336
Art4	2.321928	2.321928	2.321928	2.321928
Art5	2.321928	2.321928	2.321928	2.321928
Artn	2.321928	2.321928	2.321928	2.321928
Arv1	2.321928	2.321928	2.321928	2.321928
Arx	2.321928	2.321928	2.321928	2.321928
Arxes1	2.321928	2.321928	2.321928	2.321928
Arxes2	4.966198	5.072034	2.384226	3.149583
As3mt	8.510696	8.44064	8.33698	8.639488
Asah1	10.225141	10.132924	10.626125	10.505846
Asah2	6.083797	6.083797	6.234162	6.819636
Asap1	4.081026	4.081026	4.081026	4.081026
Asap2	5.784188	5.784188	5.784188	5.784188
Asb1	2.321928	2.321928	2.321928	2.321928
Asb11	5.154993	5.154993	6.170651	5.119054
Asb12	2.321928	2.321928	2.321928	2.321928
Asb13	8.295439	7.743065	7.625054	8.654813
Asb14	2.321928	2.321928	2.321928	2.321928
Asb15	2.321928	2.321928	2.321928	2.321928
Asb16	2.321928	2.321928	2.321928	2.321928
Asb17	2.321928	2.321928	2.321928	2.321928
Asb18	2.321928	2.321928	2.321928	2.321928
Asb2	2.321928	2.321928	2.321928	2.321928
Asb3	3.831873	3.831873	3.676318	4.52124
Asb4	2.321928	2.321928	2.321928	2.321928
Asb5	2.321928	2.321928	2.321928	2.321928
Asb6	4.473133	4.473133	4.473133	4.473133
Asb7	2.922546	2.922546	2.922546	2.922546
Asb8	5.791757	5.455537	5.791757	6.040785
Asb9	8.170667	8.633288	8.345432	9.00039
Ascc1	8.995484	9.045588	8.391374	9.173198
Ascc2	2.321928	2.321928	2.321928	2.321928
Ascc3	2.321928	2.321928	2.321928	2.321928
Ascl1	2.321928	2.321928	2.321928	2.321928
Ascl2	2.321928	2.321928	2.321928	2.321928
Ascl3	2.321928	2.321928	2.321928	2.321928
Asf1a	8.590141	8.317436	9.477183	8.933251
Asf1b	2.321928	2.321928	2.321928	2.321928
Asgr1	2.321928	2.321928	2.321928	2.321928
Asgr2	2.321928	2.321928	2.321928	2.321928
Ash1l	7.436877	7.702331	6.732139	7.433639
Ash2l	2.321928	2.321928	2.321928	2.321928
Asic1	2.321928	2.321928	2.321928	2.321928
Asic2	2.321928	2.321928	2.321928	2.321928
Asic3	2.321928	2.321928	2.321928	2.321928
Asic4	2.321928	2.321928	2.321928	2.321928
Asic5	2.321928	2.321928	2.321928	2.321928
Asl	11.445935	11.187616	11.089295	11.179582
Asns	2.321928	2.321928	2.846128	2.321928
Asnsd1	7.769366	7.878954	8.069639	7.7177
Aspa	10.637782	10.65188	9.961651	10.968125
Aspdh	9.041972	9.206123	7.529674	9.906901
Aspg	6.817785	6.853315	7.663482	7.274213
Asph	4.812236	4.812236	4.812236	4.812236
Asphd1	2.321928	2.321928	2.321928	2.321928
Asphd2	2.321928	2.321928	2.321928	2.321928
Aspm	2.321928	2.321928	2.321928	2.321928
Aspn	3.38369	2.763566	2.763566	2.763566
Asprv1	2.321928	2.321928	2.321928	2.321928
Aspscr1	8.585194	8.457789	7.911858	8.387688
Asrgl1	2.321928	2.321928	2.321928	2.321928
Aste1	2.321928	2.321928	2.321928	2.321928
Astl	2.321928	2.321928	2.321928	2.321928
Astn1	2.321928	2.321928	2.321928	2.321928
Astn2	2.321928	2.321928	2.321928	2.321928
Asxl1	3.83594	3.83594	5.12551	3.619465
Asxl2	2.321928	2.321928	2.321928	2.321928
Asz1	2.321928	2.321928	2.321928	2.321928
Atad1	9.493405	9.493405	9.493437	9.493405
Atad2	2.321928	2.321928	2.321928	2.321928
Atad3a	9.639075	9.930347	9.920898	9.752626
Atad5	2.321928	2.321928	2.321928	2.321928
Atat1	2.321928	2.321928	2.321928	2.321928
Atcay	2.321928	2.321928	2.321928	2.321928
Ate1	6.180146	6.176636	5.928194	6.379833
Atf1	8.337042	8.283178	8.677374	8.03158
Atf2	9.144214	9.081076	8.792754	9.055512
Atf3	2.321928	2.321928	3.667105	2.321928
Atf4	8.965482	8.815743	9.91837	8.807562
Atf5	2.321928	2.321928	2.321928	2.321928
Atf6	2.321928	2.321928	2.321928	2.321928
Atf6b	4.598957	4.357702	2.863336	3.47305
Atf7ip	5.219348	5.216896	4.823276	5.097733
Atg10	7.079947	7.155409	6.799579	7.079947
Atg101	4.594356	4.594356	4.594356	4.113965
Atg12	6.901189	6.892362	7.822227	6.986742
Atg13	6.499411	6.429349	6.954919	6.499411
Atg14	6.588736	6.60854	7.323995	6.649863
Atg16l1	7.600627	7.461928	7.919457	7.600627
Atg16l2	2.321928	2.321928	2.321928	2.321928
Atg2a	4.57767	4.57767	4.57767	3.794243
Atg2b	5.144641	4.997014	6.208993	5.144641
Atg3	2.321928	2.321928	2.321928	2.485571
Atg4b	6.660051	6.848153	6.846294	7.12278
Atg4c	5.288993	5.052188	3.115175	4.675145
Atg4d	4.680578	4.680578	4.621544	4.680578
Atg5	7.336077	7.615579	7.049705	7.810742
Atg7	5.710456	5.08074	5.512876	5.111682
Atg9a	7.63593	7.511786	6.806474	6.650773
Atg9b	2.321928	2.321928	2.321928	2.321928
Atic	5.196633	5.196633	5.196633	5.196633
Atl1	2.321928	2.321928	2.321928	2.321928
Atl2	8.291506	7.978795	8.351055	9.020383
Atl3	2.321928	2.321928	2.321928	2.321928
Atm	6.956969	7.548913	7.119376	7.293751
Atmin	5.636817	5.626519	6.010267	5.647116
Atn1	3.998998	4.234405	4.020283	3.96389
Atoh1	2.321928	2.321928	2.321928	2.321928
Atoh7	2.321928	2.321928	2.321928	2.321928
Atox1	10.504698	9.896174	9.399827	10.070253
Atp10a	2.321928	2.321928	2.321928	2.321928
Atp11a	8.590036	8.711333	9.217593	10.390321
Atp11c	5.446093	5.446093	5.367335	5.539641
Atp12a	2.321928	2.321928	2.321928	2.321928
Atp13a1	8.706832	8.825278	9.050227	9.228205
Atp13a2	5.059863	5.059863	5.171909	5.059863
Atp13a3	2.982048	2.942685	3.447725	3.765429
Atp13a4	3.31461	4.561813	3.31461	3.052786
Atp13a5	2.321928	2.321928	2.321928	2.321928
Atp1a1	12.464727	12.621136	12.383641	12.20677
Atp1a2	2.321928	2.321928	2.321928	2.321928
Atp1a3	2.321928	2.321928	2.321928	2.321928
Atp1a4	2.321928	2.321928	2.321928	2.321928
Atp1b1	13.164	13.010145	13.149859	12.820392
Atp1b2	4.630496	4.630496	4.630496	4.630496
Atp1b3	10.168753	10.037949	10.337178	10.163146
Atp1b4	2.321928	2.321928	2.321928	2.321928
Atp23	3.03976	2.703793	2.703793	3.596937
Atp2a1	2.321928	2.321928	2.342813	2.321928
Atp2a2	10.225961	10.189598	10.069463	10.20818
Atp2a3	2.321928	2.321928	2.321928	2.321928
Atp2b1	6.662928	7.329523	7.367065	8.03366
Atp2b2	2.321928	2.321928	2.321928	2.321928
Atp2c1	7.981029	8.264817	7.526868	7.884281
Atp2c2	2.321928	2.321928	2.321928	2.321928
Atp4a	6.768555	6.468217	4.127878	6.301777
Atp4b	2.321928	2.321928	2.321928	2.321928
Atp5a1	13.03659	13.061872	12.847681	12.89379
Atp5b	13.678958	13.552277	13.426641	13.668107
Atp5d	11.827086	11.766718	11.177945	11.679679
Atp5e	10.782419	10.596596	9.409519	9.823243
Atp5g1	2.321928	2.321928	2.321928	2.321928
Atp5g3	13.263609	13.300841	13.300125	13.241212
Atp5j	12.200044	11.979546	11.736641	12.201301
Atp5j2	12.375995	12.286171	11.508552	12.092239
Atp5k	12.551828	12.684437	12.110444	12.619293
Atp5mpl	11.692814	11.581479	11.133367	11.245107
Atp5o	11.937084	11.629021	10.870611	11.399255
Atp5pb	11.877784	11.707044	11.335609	11.740288
Atp6ap1	11.109079	11.12337	11.022092	11.062324
Atp6ap2	11.381433	11.460688	11.707801	11.257598
Atp6v0a1	2.486947	2.486947	2.486947	2.486947
Atp6v0a2	5.387095	5.30094	4.533433	6.298384
Atp6v0a4	7.194398	7.194398	7.194398	7.226349
Atp6v0b	10.259374	10.304691	9.965563	10.222629
Atp6v0d1	10.552636	10.173449	10.192426	10.159361
Atp6v0d2	7.799824	8.080769	7.895073	7.172955
Atp6v0e	10.929177	10.811696	11.153175	11.136107
Atp6v0e2	8.450964	8.16155	7.519328	7.935955
Atp6v1a	11.792674	11.6703	11.715513	12.201882
Atp6v1b1	3.515168	3.701903	3.515168	3.417909
Atp6v1b2	10.675037	10.837534	10.750642	11.193593
Atp6v1c1	9.795214	9.674931	9.442112	9.901082
Atp6v1c2	6.406031	6.851038	6.406031	6.406031
Atp6v1d	10.879832	10.77131	10.536491	10.795865
Atp6v1e1	12.087679	12.171955	12.141529	12.149454
Atp6v1e2	2.321928	2.321928	2.321928	2.321928
Atp6v1f	11.198764	11.417009	11.382264	11.276232
Atp6v1g2	2.321928	2.321928	2.321928	2.321928
Atp6v1h	9.59024	9.776962	9.45991	9.21102
Atp7b	2.321928	2.321928	2.321928	2.321928
Atp8a2	2.321928	2.321928	2.321928	2.321928
Atp8b1	6.357003	6.826484	4.556614	4.944368
Atp8b2	2.935193	2.935193	3.224014	2.932967
Atp8b3	2.321928	2.321928	2.321928	2.321928
Atp8b4	2.321928	2.321928	2.321928	2.321928
Atp9a	7.883398	7.882042	7.489209	7.749599
Atp9b	2.449083	2.449083	2.449083	2.449083
Atpaf2	5.873027	5.846157	5.873027	6.449744
Atpif1	11.533686	11.437709	10.945511	11.214011
Atpsckmt	5.644597	5.913913	4.97729	6.338678
Atr	6.187594	5.739155	6.187594	6.640913
Atraid	10.826594	10.707843	10.292244	10.618122
Atrip	2.540536	2.540536	2.540536	2.540536
Atrn	5.24564	5.24564	5.24564	5.24564
Atrnl1	9.88497	9.668237	9.874683	10.327672
Atrx	2.321928	2.321928	2.321928	2.321928
Atxn1	2.889547	2.889547	2.889547	2.889547
Atxn10	9.824537	9.427138	9.507516	9.301609
Atxn2	8.244173	8.335923	7.955164	8.638174
Atxn2l	6.735218	6.651197	7.185973	6.264103
Atxn3	2.321928	2.321928	2.321928	2.321928
Atxn7	2.321928	2.321928	2.321928	2.321928
Atxn7l1	2.321928	2.321928	2.321928	2.321928
Atxn7l2	3.298473	2.321928	3.298473	3.539834
Atxn7l3b	7.098605	7.230169	6.982746	6.854628
AU021092	5.092937	5.092937	4.884759	5.092937
AU040320	7.344538	7.346211	7.235687	7.662183
Auh	8.967265	9.05783	8.50159	8.954223
Aup1	9.308437	9.189009	8.860559	9.452237
Aurka	2.321928	2.321928	2.321928	2.321928
Aurkaip1	9.504701	9.464781	8.952614	9.457859
Aurkb	2.321928	2.321928	2.321928	2.321928
Auts2	2.389975	2.389975	2.389975	2.389975
Aven	6.81439	6.557181	6.206287	6.545487
Avil	2.321928	2.321928	2.321928	2.321928
Avl9	7.013987	7.013987	7.113484	7.082982
Avp	2.321928	2.321928	2.321928	2.321928
Avpi1	4.170178	4.170178	4.394505	3.934886
Avpr1a	3.654477	3.654477	3.654477	3.856109
Avpr1b	2.321928	2.321928	2.321928	2.321928
Avpr2	6.948369	7.116359	5.291299	6.69285
AW112010	2.541377	2.541377	5.1757	2.541377
AW209491	6.094753	6.08482	2.73562	6.575397
AW551984	2.321928	2.321928	2.321928	2.321928
Axin1	6.863644	6.756004	7.393283	6.82863
Axin2	2.321928	2.321928	2.321928	2.321928
Axl	7.088731	6.462717	8.200627	6.502901
AY074887	2.321928	2.321928	2.321928	2.321928
AY702103	2.321928	2.321928	2.321928	2.321928
Aym1	2.321928	2.321928	2.321928	2.321928
Azgp1	2.321928	2.321928	2.321928	2.321928
Azi2	9.1987	8.848903	9.413623	9.24147
Azin1	9.796957	9.387141	7.82234	9.420994
Azin2	2.321928	2.321928	2.321928	2.321928
B230219D22Rik	7.664437	7.348147	6.724771	7.48172
B2m	12.366246	11.962528	12.772912	12.436189
B3galnt1	9.749972	8.829631	6.790142	7.757713
B3galnt2	6.134082	6.134082	2.381639	6.684643
B3galt1	2.321928	2.321928	2.321928	2.321928
B3galt2	2.321928	2.321928	2.321928	2.321928
B3galt4	2.321928	2.321928	2.321928	2.321928
B3galt5	2.321928	2.321928	2.321928	2.321928
B3gat1	2.321928	2.321928	2.321928	2.321928
B3gat3	5.877719	5.951946	6.20377	6.200958
B3gnt2	8.48734	8.448775	8.327238	8.431577
B3gnt3	2.321928	2.321928	2.321928	2.321928
B3gnt4	2.321928	2.321928	2.321928	2.321928
B3gnt5	2.321928	2.321928	2.321928	2.321928
B3gnt6	2.321928	2.321928	2.321928	2.321928
B3gnt8	2.321928	2.321928	2.321928	2.321928
B3gntl1	2.321928	2.321928	2.321928	2.321928
B430306N03Rik	2.321928	2.321928	2.321928	2.321928
B4galnt1	2.321928	2.321928	2.321928	2.321928
B4galnt2	2.321928	2.321928	2.321928	2.321928
B4galnt4	2.321928	2.321928	2.728563	2.424588
B4galt1	7.180593	7.58465	8.967989	7.842947
B4galt2	2.321928	2.321928	2.321928	2.321928
B4galt3	7.598916	7.774679	7.598916	7.498371
B4galt4	2.321928	2.321928	2.321928	2.321928
B4galt5	2.321928	2.321928	2.321928	2.321928
B4galt6	2.781411	2.781411	3.144887	2.781411
B4galt7	2.321928	2.321928	2.321928	2.321928
B4gat1	8.505548	8.097174	7.389512	8.03935
B630019K06Rik	2.321928	2.321928	2.321928	2.321928
B9d1	2.978724	2.978724	2.978724	2.975765
B9d2	6.325689	6.325689	6.325689	6.325689
Baalc	2.321928	2.321928	2.321928	2.321928
Baat	2.321928	2.321928	2.321928	2.321928
Babam1	9.670712	9.691223	8.980105	9.754334
Babam2	8.855786	8.464936	8.86852	9.095335
Bace1	7.032519	7.032928	6.538367	6.754077
Bace2	2.321928	2.321928	2.321928	2.321928
Bach1	2.713691	2.741339	3.596889	2.796638
Bach2	5.925997	6.447736	6.874222	6.520259
Bad	4.616879	4.616879	4.616879	4.616879
Bag1	10.656551	10.901929	10.118576	10.084357
Bag2	6.964415	6.962272	7.569225	6.947544
Bag3	6.732424	6.653506	7.755305	6.042386
Bag4	6.73261	6.852588	6.73261	6.409428
Bag5	6.862105	6.409217	7.074696	6.875084
Bag6	8.675603	8.24313	8.239473	7.754615
Bahd1	6.400395	6.400395	7.412147	6.288401
Baiap2	3.512274	3.512274	3.512274	3.512274
Baiap2l1	5.553068	5.419529	5.758853	6.348502
Baiap3	2.321928	2.321928	2.321928	2.321928
Bak1	2.321928	2.321928	2.321928	2.321928
Bambi	3.654694	3.667812	4.752762	3.503736
Banf1	8.259266	8.269326	7.425335	8.254581
Banf2	2.321928	2.321928	2.321928	2.321928
Bank1	2.321928	2.321928	2.321928	2.321928
Banp	2.392118	2.839306	2.839306	3.347982
Bap1	7.940567	8.048077	8.102531	7.899842
Bard1	2.321928	2.321928	2.321928	2.321928
Barhl1	2.321928	2.321928	2.321928	2.321928
Barhl2	2.321928	2.321928	2.321928	2.321928
Barx1	2.321928	2.321928	2.321928	2.321928
Basp1	3.314535	3.314535	4.7139	3.241509
Batf	2.321928	2.321928	2.321928	2.321928
Batf2	2.321928	2.321928	2.321928	2.321928
Batf3	2.321928	2.321928	2.321928	2.321928
Bax	7.095055	7.243036	7.393983	7.12387
Baz1a	4.96302	4.510236	4.96302	5.086945
Baz1b	2.486183	2.486183	2.486183	2.486183
Baz2a	2.321928	2.321928	2.321928	2.321928
Baz2b	2.991561	2.991561	2.991561	2.991561
Bbc3	2.321928	2.321928	2.321928	2.321928
Bbln	7.533747	7.533747	7.216781	8.012612
Bbof1	2.321928	2.321928	2.321928	2.321928
Bbox1	2.321928	2.321928	2.321928	2.321928
Bbs1	2.929814	3.142879	2.744671	2.929814
Bbs10	2.321928	2.321928	2.321928	2.369506
Bbs12	2.321928	2.321928	2.321928	2.321928
Bbs2	2.340368	2.340368	2.340368	2.340368
Bbs4	5.217836	5.217836	5.867634	5.217836
Bbs5	2.338758	2.338758	2.335172	2.721749
Bbs7	5.093975	4.784686	4.571226	5.531136
Bbs9	3.620821	3.620821	3.620821	3.620821
Bbx	2.321928	2.321928	2.321928	2.744857
BC002059	2.321928	2.466139	2.557478	2.655803
BC004004	10.294207	10.39945	9.869771	10.455246
BC005537	10.835303	10.774599	10.67154	10.871143
BC005624	7.760647	7.891892	7.445707	7.713513
BC006965	2.321928	2.321928	2.321928	2.321928
BC016548	2.321928	2.321928	2.321928	2.321928
BC024139	2.321928	2.321928	2.321928	2.321928
BC025920	2.321928	2.321928	2.321928	2.321928
BC028528	3.496998	3.497154	4.187608	3.496998
BC029722	7.621494	8.023953	7.621494	7.569972
BC031181	10.884083	11.205281	10.900266	11.184126
BC034090	8.648936	8.83118	6.793787	8.246993
BC048507	2.321928	2.321928	2.321928	2.321928
BC048562	2.321928	2.321928	2.321928	2.321928
BC048671	2.321928	2.321928	2.321928	2.321928
BC048679	2.321928	2.321928	2.321928	2.321928
BC049762	2.321928	2.321928	2.339334	2.321928
BC051019	2.321928	2.321928	2.321928	2.321928
BC051142	2.321928	2.321928	2.321928	2.321928
BC053393	2.321928	2.321928	2.321928	2.321928
BC055324	2.321928	2.321928	2.321928	2.321928
Bcam	8.173124	7.799389	7.92615	7.077687
Bcan	2.321928	2.321928	2.321928	2.321928
Bcap29	7.935688	7.865108	8.042486	7.877155
Bcap31	10.803728	10.958024	10.384718	10.69177
Bcar1	7.322291	7.225423	8.062772	7.237135
Bcar3	8.608506	8.655639	9.320336	8.782621
Bcas1	2.321928	2.321928	2.321928	2.321928
Bcas2	4.444491	5.03689	4.441598	3.703675
Bcas3	3.09068	3.09068	3.09068	3.09068
Bcat1	3.895205	3.895205	3.895205	4.652168
Bcat2	5.939824	6.874478	4.898743	5.939824
Bccip	9.764106	9.814618	10.03371	10.047293
Bcdin3d	2.321928	2.321928	2.321928	2.321928
Bche	2.321928	2.321928	2.321928	2.321928
Bckdha	9.762529	9.962485	9.439211	9.517867
Bckdhb	10.122254	10.478455	9.664082	9.38533
Bckdk	8.237437	8.436396	7.53333	8.080802
Bcl10	7.713815	7.441739	8.204923	7.735223
Bcl11a	2.321928	2.321928	2.321928	2.321928
Bcl11b	2.321928	2.321928	2.321928	2.321928
Bcl2	2.321928	2.428887	2.321928	2.321928
Bcl2l1	5.913174	6.099398	8.050542	5.900419
Bcl2l10	2.321928	2.321928	2.321928	2.321928
Bcl2l11	2.321928	2.321928	3.185857	2.321928
Bcl2l12	2.321928	2.321928	2.321928	2.321928
Bcl2l13	6.407808	6.413756	5.17923	6.942373
Bcl2l14	2.321928	2.321928	2.321928	2.321928
Bcl2l15	2.321928	2.321928	2.321928	2.321928
Bcl2l2	2.4321	2.4321	2.4321	2.4321
Bcl3	2.321928	2.321928	2.321928	2.321928
Bcl6	3.247247	3.247247	3.247247	3.247247
Bcl6b	2.321928	2.321928	2.321928	2.321928
Bcl7a	7.165008	7.165008	7.130385	7.165008
Bcl7b	5.805965	5.805965	5.866035	5.522756
Bcl7c	6.197053	6.202898	5.54519	6.58708
Bcl9l	2.321928	2.321928	2.321928	2.321928
Bclaf1	7.58227	7.413936	8.582627	7.476416
Bclaf3	6.641413	6.844451	6.356708	6.561768
Bco1	2.321928	2.321928	2.321928	2.321928
Bco2	2.321928	2.321928	2.321928	2.608043
Bcor	2.321928	2.321928	2.321928	2.321928
Bcorl1	2.321928	2.321928	2.321928	2.321928
Bcr	4.592702	4.826278	5.077445	4.970659
Bcs1l	4.890726	4.890726	3.613709	4.93533
Bdh1	10.587037	10.796024	10.004143	11.139966
Bdh2	11.070263	10.725246	10.280597	11.431878
Bdkrb1	2.321928	2.321928	2.321928	2.321928
Bdkrb2	2.321928	2.321928	2.321928	2.321928
Bdnf	2.321928	2.321928	2.321928	2.321928
Bdp1	8.06026	8.06026	7.898368	8.06026
Becn1	9.997938	9.8848	9.930833	9.856388
Bend3	6.287912	5.936478	5.808764	6.098928
Bend5	6.752605	6.885619	6.520529	8.080441
Bend7	2.321928	2.321928	2.321928	2.321928
Best1	2.321928	2.321928	2.321928	2.321928
Best2	2.321928	2.321928	2.321928	2.321928
Bet1	5.298721	5.000597	3.619701	5.45584
Bet1l	5.61833	5.61833	6.341753	5.249021
Bex1	8.314182	8.517262	8.935097	6.323437
Bex2	2.321928	2.321928	2.321928	2.321928
Bex3	7.967482	8.062528	8.818656	7.31436
Bex6	2.321928	2.321928	2.321928	2.321928
Bfar	6.883748	6.909482	6.338549	6.445164
Bfsp1	2.321928	2.321928	2.321928	2.321928
Bfsp2	2.321928	2.321928	2.321928	2.321928
Bgn	10.374015	9.774287	10.924543	9.659556
Bhlha15	2.321928	2.321928	2.321928	2.321928
Bhlha9	2.321928	2.321928	2.321928	2.321928
Bhlhb9	7.120812	7.120812	7.282229	5.817776
Bhlhe22	2.90771	3.319745	2.90771	2.90771
Bhlhe23	2.321928	2.321928	2.321928	2.321928
Bhlhe40	10.022261	9.568114	10.751762	8.518521
Bhlhe41	2.321928	2.321928	2.321928	2.321928
Bhmt2	10.560657	10.297719	10.16158	10.963937
Bicc1	11.460562	11.71093	11.669518	11.471281
Bicd2	3.936947	4.000731	3.837434	3.936947
Bicdl1	4.656115	4.656115	4.997981	4.127398
Bicdl2	2.321928	2.321928	2.321928	2.321928
Bicra	4.805035	4.770296	5.105255	4.805035
Bicral	2.321928	2.321928	2.321928	2.321928
Bid	8.630222	8.076261	8.039881	8.79448
Bik	2.556461	2.556461	2.556461	2.556461
Bin1	3.30908	3.332282	2.868404	3.30908
Bin3	8.032684	7.903403	8.30797	7.453872
Birc2	7.969689	8.054075	8.71201	7.662116
Birc3	3.457222	3.457222	4.592039	3.403035
Birc5	2.321928	2.321928	2.321928	2.321928
Birc6	2.62195	2.62195	2.62195	2.62195
Bivm	6.985931	7.023737	6.650612	6.985931
Blcap	7.480128	7.869602	7.549069	6.606956
Blk	2.321928	2.321928	2.321928	2.321928
Blm	2.321928	2.321928	2.321928	2.321928
Blmh	9.555484	10.064574	9.589248	9.926752
Blnk	6.951382	6.678318	8.245973	5.758378
Bloc1s3	2.440798	2.440798	3.066487	2.440798
Bloc1s4	2.321928	2.321928	2.321928	2.321928
Bloc1s5	7.756003	7.819803	7.393464	7.920103
Bloc1s6	8.017816	7.989074	7.763855	8.113796
Blvra	10.037987	9.786204	9.828283	9.945819
Blvrb	6.021085	5.647373	5.647373	5.647373
Blzf1	3.319752	3.319752	3.319752	3.319752
Bmerb1	2.321928	2.321928	2.321928	2.321928
Bmf	2.321928	2.321928	2.321928	2.321928
Bmi1	8.952033	8.903116	8.740286	9.106922
Bmp1	2.321928	2.321928	2.321928	2.321928
Bmp10	2.321928	2.321928	2.321928	2.321928
Bmp15	2.321928	2.321928	2.321928	2.321928
Bmp2	2.611091	2.611091	4.731958	2.322304
Bmp2k	3.392477	3.409647	3.392477	3.392477
Bmp4	8.674066	8.755378	7.583479	8.294135
Bmp5	2.321928	2.321928	2.321928	2.321928
Bmp6	8.459227	7.69289	9.559148	8.77438
Bmp7	3.32598	3.292508	3.201927	3.292508
Bmp8a	2.321928	2.321928	2.321928	2.321928
Bmp8b	2.321928	2.321928	2.321928	2.321928
Bmper	2.321928	2.321928	2.321928	2.321928
Bmpr1a	7.389376	7.281506	7.645508	7.290644
Bmpr1b	2.321928	2.321928	2.321928	2.321928
Bmpr2	2.321928	2.321928	2.321928	2.321928
Bms1	7.700369	7.91594	7.700369	7.625523
Bmt2	7.95732	7.766781	7.783756	7.660374
Bmx	2.321928	2.321928	2.321928	2.321928
Bmyc	2.321928	2.321928	2.321928	2.321928
Bnc2	8.81478	9.167734	8.571813	10.133135
Bnip1	4.893894	5.198095	4.244108	5.066306
Bnip2	6.638573	6.371346	6.010351	5.893442
Bnip3l	9.185577	9.259235	9.52092	8.903125
Bnip5	2.321928	2.321928	2.321928	2.321928
Bnipl	2.321928	2.321928	2.321928	2.321928
Boc	2.793115	2.800517	3.045116	2.779893
Bod1	9.275639	9.689958	9.137481	9.267488
Bod1l	2.321928	2.321928	2.321928	2.321928
Bok	6.907322	7.245517	8.156745	8.094537
Bola1	7.763543	7.7466	7.634205	8.41582
Bola2	8.342877	8.454955	8.298032	7.669861
Bola3	10.248714	10.191661	9.798834	10.073078
Boll	2.321928	2.321928	2.321928	2.321928
Bop1	7.030909	6.377697	6.228038	6.784809
Bora	2.321928	2.321928	2.394493	2.321928
Borcs5	2.321928	2.321928	2.321928	2.815341
Borcs6	5.536674	5.536674	6.232727	4.7985
Borcs7	5.621592	5.935636	5.557788	5.462094
Borcs8	2.711499	2.711499	2.711499	2.711499
Bpgm	7.616322	7.250129	6.98491	7.618209
Bphl	9.130628	9.130628	9.130628	9.263749
Bpifa1	2.321928	2.321928	2.321928	2.321928
Bpifa2	2.321928	2.321928	2.321928	2.321928
Bpifa3	2.321928	2.321928	2.321928	2.321928
Bpifa5	2.321928	2.321928	2.321928	2.321928
Bpifb1	2.321928	2.321928	2.321928	2.321928
Bpifb2	2.321928	2.321928	2.321928	2.321928
Bpifb3	2.321928	2.321928	2.321928	2.321928
Bpifb5	2.321928	2.321928	2.321928	2.321928
Bpnt1	8.964259	8.720565	8.094344	9.342707
Bpnt2	9.152589	9.863821	9.858971	9.41256
Bptf	9.465895	9.890015	9.570144	9.195367
Braf	3.856081	3.852693	3.859469	5.441566
Brap	6.477285	6.525718	7.390223	6.944557
Brat1	2.321928	2.321928	2.321928	2.321928
Brca1	2.321928	2.321928	2.321928	2.321928
Brca2	3.793061	3.793061	3.808653	3.793061
Brcc3	3.792611	3.79279	3.806901	4.370959
Brd1	2.498938	2.498938	2.512217	2.498938
Brd2	7.900854	7.873257	7.795317	7.656342
Brd3	4.729532	4.729532	4.729532	4.729532
Brd4	6.119407	6.325455	7.851174	6.325455
Brd7	7.824873	8.08434	8.032857	7.86856
Brd8	5.039547	5.15739	5.039547	5.039547
Brd9	6.878803	6.709687	6.939224	6.839301
Brdt	2.321928	2.321928	2.321928	2.321928
Brf1	4.056272	4.056272	4.2613	4.056272
Brf2	2.321928	2.321928	2.321928	2.321928
Bri3	9.986656	10.02445	10.638373	10.320771
Bri3bp	2.321928	2.321928	2.321928	2.321928
Brinp1	2.321928	2.321928	2.321928	2.321928
Brinp2	2.321928	2.321928	2.321928	2.321928
Brinp3	2.321928	2.321928	2.321928	2.321928
Brip1	2.321928	2.321928	2.321928	2.321928
Brix1	8.610221	8.611322	9.971098	8.724172
Brk1	9.922736	10.06993	9.671702	9.6488
Brme1	2.321928	2.321928	2.321928	2.321928
Brms1l	6.850355	6.552298	6.010162	6.545811
Brpf1	5.199156	5.656914	6.096208	4.018018
Brpf3	3.027505	3.027505	3.158459	3.027505
Brs3	2.321928	2.321928	2.321928	2.321928
Brsk1	2.321928	2.321928	2.321928	2.321928
Brsk2	2.321928	2.321928	2.321928	2.321928
Brwd1	3.030714	3.030714	3.030714	3.030714
Brwd3	2.321928	2.321928	2.321928	2.321928
Bscl2	9.847106	10.1358	9.171677	9.912642
Bsdc1	8.328418	8.42847	8.928009	8.652395
Bsg	11.568616	11.550188	10.054541	10.796377
Bsn	2.321928	2.321928	2.321928	2.321928
Bsnd	6.654072	7.133681	5.148823	6.064594
Bspry	6.477308	6.049409	7.314449	5.878524
Bst1	3.383428	3.383428	3.825618	2.691929
Bst2	2.321928	2.321928	2.321928	2.321928
Btaf1	8.879152	8.528183	8.607095	9.062982
Btbd1	10.217228	10.617265	10.546354	10.522683
Btbd10	7.12275	6.595057	6.212937	6.585752
Btbd11	2.321928	2.321928	2.321928	2.321928
Btbd17	2.321928	2.321928	2.321928	2.321928
Btbd19	2.321928	2.321928	2.321928	2.321928
Btbd2	5.978308	5.978308	4.746242	6.235928
Btbd3	6.653524	5.681694	5.683705	6.195333
Btbd6	6.943449	6.943449	6.909272	6.997701
Btbd9	5.432603	5.950476	5.365945	6.165161
Btd	9.234574	9.193814	9.068359	9.079645
Btf3l4	5.336156	5.353792	7.212068	5.513756
Btg2	7.180115	6.676986	8.204733	5.991667
