GSM356334	GSM356337	GSM356335	GSM356336
2200002J24Rik	2.321928	2.321928	2.321928	2.321928
2210010C04Rik	2.321928	2.321928	2.321928	2.321928
2210016F16Rik	7.642873	7.855997	7.685467	7.987026
2210016L21Rik	6.657081	6.478023	6.423142	6.835909
2210406O10Rik	2.321928	2.321928	2.321928	2.321928
2210408I21Rik	2.321928	2.321928	2.321928	2.321928
2210416O15Rik	6.635581	6.351687	6.643072	5.77102
2300002M23Rik	2.321928	2.321928	2.321928	2.321928
2300009A05Rik	7.574145	7.387623	6.924711	7.387623
2310001K24Rik	2.321928	2.321928	2.321928	2.321928
2310002L09Rik	2.321928	2.321928	2.321928	2.321928
2310011J03Rik	6.15284	6.15284	6.15284	6.15284
2310022A10Rik	2.321928	2.321928	2.321928	2.321928
2310022B05Rik	8.520245	8.633316	9.118984	8.716551
2310030G06Rik	8.199271	8.111078	8.178892	9.627195
2310033P09Rik	6.903287	6.96782	6.903287	6.903287
2310034C09Rik	2.321928	2.321928	2.321928	2.321928
2310039H08Rik	9.759142	9.795416	9.572035	9.945248
2310057J18Rik	2.321928	2.321928	2.321928	2.321928
2310057M21Rik	3.411124	3.411124	3.411124	3.562776
2310057N15Rik	2.321928	2.321928	2.321928	2.321928
2310061I04Rik	10.002932	10.269871	9.732716	9.955606
2310061N02Rik	2.321928	2.321928	2.321928	2.321928
2310079G19Rik	2.321928	2.321928	2.321928	2.321928
2410004B18Rik	8.529808	8.212937	8.176363	7.960221
2410004P03Rik	2.321928	2.321928	2.321928	2.321928
2410017I17Rik	2.321928	2.321928	2.321928	2.321928
2410124H12Rik	2.321928	2.321928	2.321928	2.321928
2410137M14Rik	2.321928	2.321928	2.321928	2.321928
2510002D24Rik	4.870897	5.23369	5.920911	5.339566
2510009E07Rik	8.188925	8.515752	7.905165	8.412747
2510039O18Rik	8.660531	8.6538	8.857209	8.532853
2610002M06Rik	2.321928	2.321928	2.321928	2.838596
2610028H24Rik	2.321928	2.321928	2.321928	2.321928
2610507B11Rik	4.593538	4.650166	4.562563	5.25624
2610528J11Rik	9.911503	9.738379	8.840209	10.420391
2700046A07Rik	2.321928	2.321928	2.321928	2.321928
2700049A03Rik	2.321928	2.321928	2.321928	2.321928
2700062C07Rik	6.996301	7.093891	6.741885	7.002677
2700097O09Rik	7.652149	7.571161	7.33014	7.909274
2810004N23Rik	7.664277	7.770348	7.193367	8.263966
2810021J22Rik	2.93766	3.14057	3.14057	3.14057
2810025M15Rik	6.572394	6.41126	6.759854	6.40062
2810032G03Rik	2.321928	2.321928	2.321928	2.321928
2810408A11Rik	2.321928	2.321928	2.321928	2.321928
2810459M11Rik	2.321928	2.321928	2.321928	2.321928
2900005J15Rik	2.321928	2.321928	2.321928	2.321928
2900092C05Rik	2.321928	2.321928	2.321928	2.321928
3110009E18Rik	6.236989	5.855623	5.828279	6.499269
3110040N11Rik	4.329476	4.329476	4.329476	4.85118
3110082I17Rik	2.321928	2.321928	2.321928	2.321928
3300002I08Rik	2.321928	2.321928	2.321928	2.321928
3830406C13Rik	6.95458	7.067752	5.843447	6.917209
3830408C21Rik	2.321928	2.321928	2.321928	2.321928
3930402G23Rik	2.321928	2.321928	2.321928	2.321928
4632404H12Rik	4.722013	5.683194	2.321928	4.722013
4632427E13Rik	4.082566	3.90369	3.458851	3.458851
4833420G17Rik	7.045161	7.221398	7.988028	7.467542
4833439L19Rik	12.82606	12.612304	12.129963	12.898502
4921504E06Rik	2.321928	2.321928	2.321928	2.321928
4921507P07Rik	2.321928	2.321928	2.321928	2.321928
4921508D12Rik	2.321928	2.321928	2.321928	2.321928
4921513I03Rik	2.321928	2.321928	2.321928	2.321928
4921517D22Rik	2.321928	2.321928	2.321928	2.321928
4921524L21Rik	2.321928	2.321928	2.321928	2.321928
4921528I07Rik	2.321928	2.321928	2.33564	2.321928
4921536K21Rik	2.321928	2.321928	2.321928	2.321928
4921539E11Rik	2.321928	2.321928	2.321928	2.321928
4930402K13Rik	2.321928	2.321928	2.321928	2.321928
4930417O22Rik	2.321928	2.321928	2.321928	2.321928
4930426L09Rik	2.321928	2.321928	2.321928	2.321928
4930430F08Rik	2.625496	2.58949	2.532373	3.450643
4930433N12Rik	2.321928	2.321928	2.321928	2.321928
4930444P10Rik	2.321928	2.321928	2.321928	2.321928
4930447A16Rik	2.321928	2.321928	2.321928	2.321928
4930447C04Rik	2.321928	2.321928	2.321928	2.321928
4930449E01Rik	2.321928	2.321928	2.321928	2.321928
4930451I11Rik	2.321928	2.321928	2.321928	2.321928
4930453N24Rik	5.999588	5.999588	5.982192	6.016984
4930463O16Rik	2.321928	2.321928	2.321928	2.321928
4930465K10Rik	2.321928	2.321928	2.321928	2.321928
4930470P17Rik	2.321928	2.321928	2.321928	2.321928
4930473A02Rik	2.321928	2.321928	2.321928	2.321928
4930480E11Rik	2.321928	2.321928	2.321928	2.321928
4930483J18Rik	2.321928	2.321928	2.321928	2.321928
4930486L24Rik	2.321928	2.321928	2.321928	2.321928
4930503E14Rik	2.321928	2.321928	2.321928	2.321928
4930503L19Rik	2.321928	2.321928	2.321928	2.321928
4930505A04Rik	2.321928	2.321928	2.321928	2.321928
4930512M02Rik	2.321928	2.321928	2.321928	2.321928
4930513N10Rik	2.321928	2.321928	2.321928	2.321928
4930513O06Rik	2.321928	2.321928	2.321928	2.321928
4930519F16Rik	2.321928	2.321928	2.321928	2.321928
4930519G04Rik	2.321928	2.321928	2.321928	2.321928
4930520O04Rik	2.321928	2.321928	3.136471	2.321928
4930522H14Rik	2.321928	2.321928	2.321928	2.321928
4930524B15Rik	2.321928	2.321928	2.321928	2.321928
4930533K18Rik	2.411698	2.878389	2.97019	2.878389
4930544G11Rik	2.321928	2.321928	2.321928	2.321928
4930544M13Rik	2.321928	2.321928	2.321928	2.321928
4930548H24Rik	2.321928	2.321928	2.321928	2.321928
4930550C14Rik	2.321928	2.321928	2.321928	2.321928
4930555F03Rik	2.321928	2.321928	2.321928	2.321928
4930562F07Rik	2.321928	2.321928	2.321928	2.321928
4930563E22Rik	2.321928	2.321928	2.321928	2.321928
4930564D02Rik	2.321928	2.321928	2.321928	2.321928
4930568D16Rik	2.321928	2.321928	2.321928	2.321928
4930578I06Rik	2.321928	2.321928	2.321928	2.321928
4930579F01Rik	2.321928	2.321928	2.321928	2.321928
4930579G24Rik	3.026964	3.026964	3.026964	3.026964
4930581F22Rik	2.321928	2.321928	2.321928	2.321928
4930583I09Rik	2.321928	2.321928	2.321928	2.321928
4930584F24Rik	2.321928	2.321928	2.321928	2.321928
4930589L23Rik	2.321928	2.321928	2.321928	2.321928
4930591A17Rik	2.321928	2.321928	2.321928	2.321928
4931400O07Rik	2.321928	2.321928	2.321928	2.321928
4931406C07Rik	11.943964	11.81869	11.407921	12.528206
4931414P19Rik	2.321928	2.321928	2.321928	2.321928
4931428F04Rik	2.321928	2.321928	2.321928	2.321928
4931429L15Rik	2.625102	2.657632	2.819882	2.787352
4931429P17Rik	2.321928	2.321928	2.321928	2.321928
4931431C16Rik	2.321928	2.321928	2.321928	2.321928
4932435O22Rik	2.321928	2.321928	2.321928	2.321928
4932438A13Rik	8.77302	8.930766	8.235193	8.759351
4932438H23Rik	2.321928	2.321928	2.321928	2.321928
4933400A11Rik	2.321928	2.321928	2.321928	2.321928
4933401B06Rik	2.321928	2.321928	2.321928	2.321928
4933402D24Rik	2.321928	2.321928	2.321928	2.321928
4933402J07Rik	2.321928	2.321928	2.321928	2.321928
4933402N03Rik	2.321928	2.321928	2.321928	2.321928
4933405L10Rik	2.321928	2.321928	2.321928	2.321928
4933407L21Rik	2.321928	2.321928	2.321928	2.321928
4933412E24Rik	2.321928	2.321928	2.321928	2.321928
4933413J09Rik	2.321928	2.321928	2.321928	2.321928
4933417A18Rik	2.321928	2.321928	2.321928	2.321928
4933421I07Rik	2.321928	2.321928	2.321928	2.321928
4933427D06Rik	2.321928	2.321928	2.321928	2.321928
4933427D14Rik	2.321928	2.321928	2.321928	2.321928
4933427E11Rik	2.321928	2.321928	2.321928	2.321928
4933428G20Rik	2.321928	2.321928	2.321928	2.321928
4933428M09Rik	2.321928	2.321928	2.321928	2.321928
4933430I17Rik	2.321928	2.321928	2.321928	2.321928
4933434E20Rik	3.389523	3.389523	3.389523	3.389523
4933436I01Rik	2.321928	2.321928	2.321928	2.321928
4933439C10Rik	2.321928	2.321928	2.321928	2.321928
4933440M02Rik	2.321928	2.321928	2.321928	2.321928
5031439G07Rik	4.512332	4.118681	4.512332	4.905983
5033430I15Rik	2.321928	2.321928	2.321928	2.321928
5530400C23Rik	2.321928	2.321928	2.321928	2.321928
5530401A14Rik	2.321928	2.321928	2.321928	2.321928
5730455P16Rik	2.582302	2.582302	2.582302	3.141761
5730460C07Rik	2.321928	2.321928	2.321928	2.321928
5830454E08Rik	2.321928	2.321928	2.321928	2.321928
6030458C11Rik	5.652234	5.652234	5.652234	5.652234
6030468B19Rik	2.321928	2.321928	2.321928	2.321928
6030498E09Rik	2.321928	2.321928	2.321928	2.321928
6330403K07Rik	2.321928	2.321928	2.321928	2.321928
6330409D20Rik	2.321928	2.321928	2.321928	2.321928
6330549D23Rik	2.321928	2.321928	2.321928	2.321928
6430548M08Rik	2.321928	2.321928	2.321928	2.321928
6430571L13Rik	2.321928	2.321928	2.321928	2.321928
6430628N08Rik	2.321928	2.321928	2.321928	2.321928
6820408C15Rik	2.321928	2.321928	2.321928	2.321928
8030423J24Rik	2.321928	2.321928	2.321928	2.321928
8030474K03Rik	2.321928	2.321928	2.321928	2.321928
9030612E09Rik	2.321928	2.321928	2.321928	2.321928
9030619P08Rik	8.638479	9.53662	4.76294	5.460548
9130008F23Rik	2.321928	2.321928	2.321928	2.321928
9130019O22Rik	2.321928	2.321928	2.321928	2.321928
9130409I23Rik	2.321928	2.321928	2.321928	2.321928
9230112D13Rik	2.321928	2.321928	2.321928	2.321928
9330159F19Rik	2.321928	2.321928	2.321928	2.321928
9430015G10Rik	2.321928	2.321928	2.321928	2.321928
9430038I01Rik	2.321928	2.321928	2.321928	2.321928
9530002B09Rik	2.321928	2.321928	2.321928	2.321928
9530003J23Rik	2.321928	2.321928	2.321928	2.321928
9530068E07Rik	10.751401	10.630886	10.721045	10.86819
9530077C05Rik	2.321928	2.321928	2.321928	2.321928
9930012K11Rik	2.321928	2.321928	2.321928	2.321928
9930104L06Rik	2.321928	2.321928	2.321928	2.321928
a	2.321928	2.321928	2.321928	2.321928
A1cf	3.70413	3.279927	3.279927	6.256965
A2m	2.321928	2.321928	2.321928	2.321928
A2ml1	2.321928	2.321928	2.321928	2.321928
A330008L17Rik	2.321928	2.321928	2.321928	2.321928
A430005L14Rik	8.627276	8.632774	9.585065	9.04871
A430033K04Rik	2.321928	2.321928	2.321928	2.321928
A430093F15Rik	2.321928	2.321928	2.321928	2.321928
A4galt	2.321928	2.321928	2.321928	2.321928
A530016L24Rik	2.321928	2.321928	2.321928	2.321928
A530053G22Rik	2.321928	2.321928	2.321928	2.321928
A630012P03Rik	2.321928	2.321928	2.321928	2.321928
A630023P12Rik	2.321928	2.321928	2.321928	2.321928
A730008H23Rik	2.321928	2.321928	2.321928	2.321928
A730020M07Rik	2.321928	2.321928	2.321928	2.321928
A830005F24Rik	2.321928	2.321928	2.321928	2.321928
A930003A15Rik	2.321928	2.321928	2.321928	2.321928
A930004D18Rik	2.321928	2.321928	2.321928	2.321928
A930005H10Rik	2.321928	2.321928	2.321928	2.321928
A930016O22Rik	2.321928	2.321928	2.321928	2.321928
A930017K11Rik	5.474722	5.490464	5.490464	5.490464
A930018P22Rik	2.321928	2.321928	2.321928	2.321928
A930024E05Rik	2.321928	2.321928	2.321928	2.321928
AA467197	2.321928	2.321928	2.321928	2.321928
AA986860	3.991672	3.516457	3.516457	3.516457
Aaas	3.780526	3.478713	3.464982	3.487951
Aacs	9.062383	9.045101	8.842906	9.399871
Aadac	10.403276	10.141223	9.080278	10.677092
Aadacl2fm1	2.321928	2.321928	2.321928	2.321928
Aadat	12.258483	12.479758	10.888565	10.918967
Aagab	5.750372	5.694907	5.016469	5.694907
Aak1	2.321928	2.321928	2.321928	2.321928
Aamdc	8.223154	8.468969	7.758456	7.67332
Aamp	10.532657	10.550678	10.336872	10.550687
Aanat	2.321928	2.321928	2.321928	2.321928
Aar2	2.321928	2.321928	2.321928	2.321928
Aard	2.321928	2.321928	2.321928	2.321928
Aars	8.350427	8.319616	8.347691	8.600707
Aars2	2.321928	2.321928	2.321928	2.321928
Aarsd1	2.321928	2.321928	2.321928	2.321928
Aasdh	2.51065	2.61092	2.51065	2.51065
Aasdhppt	6.75961	6.75961	6.157556	7.048095
Aass	11.75062	11.647113	12.025068	11.936828
Aatf	6.137413	6.171134	6.09285	5.691903
Aatk	2.321928	2.321928	2.321928	2.321928
Abat	11.210142	11.153527	10.631666	11.236786
Abca1	7.468566	6.895167	7.019796	6.580389
Abca14	2.321928	2.321928	2.321928	2.321928
Abca16	2.321928	2.321928	2.321928	2.321928
Abca2	2.321928	2.321928	2.321928	2.321928
Abca3	11.314992	11.347397	10.809661	11.191689
Abca4	5.681449	6.222459	5.681449	5.681449
Abca5	7.61558	8.10749	7.23259	7.61558
Abca6	2.321928	2.321928	2.321928	2.321928
Abca7	2.830577	2.830577	2.830577	2.830577
Abca8a	8.563128	8.485612	9.095457	8.678914
Abca8b	2.321928	2.321928	2.321928	2.321928
Abca9	2.321928	2.321928	2.321928	2.321928
Abcb10	2.347688	2.347688	2.347688	2.348781
Abcb11	2.321928	2.321928	2.321928	2.321928
Abcb1a	2.321928	2.321928	2.321928	2.321928
Abcb1b	6.638565	6.567853	3.888274	3.028908
Abcb4	2.321928	2.321928	2.321928	2.321928
Abcb6	8.233618	8.428082	7.764824	8.233618
Abcb7	5.383849	4.557398	4.441529	6.389701
Abcb8	6.082969	5.639421	4.818806	6.216674
Abcb9	2.321928	2.321928	2.321928	2.321928
Abcc1	5.951764	6.194211	5.951764	5.172463
Abcc10	2.321928	2.321928	2.321928	2.321928
Abcc12	2.321928	2.321928	2.321928	2.321928
Abcc2	6.265561	6.309883	6.265561	6.902205
Abcc3	4.459672	4.911784	4.174426	2.430966
Abcc4	9.273374	9.285994	8.743718	8.220971
Abcc5	2.321928	2.321928	2.321928	2.321928
Abcc6	2.321928	2.321928	2.321928	2.321928
Abcc8	2.321928	2.321928	2.321928	2.321928
Abcc9	5.179228	5.168359	5.168359	5.168359
Abcd1	7.165442	7.215148	7.165442	7.115736
Abcd2	2.321928	2.321928	2.321928	2.321928
Abcd3	11.977677	11.997005	11.779512	12.085917
Abcd4	7.266172	7.24328	8.025609	6.601733
Abce1	8.711921	8.285664	8.295073	8.329352
Abcf1	7.698751	7.698751	7.872766	7.589156
Abcf2	6.096301	6.096301	6.615073	6.096301
Abcf3	2.770314	2.770314	2.770314	2.770314
Abcg1	7.141233	6.808606	7.399394	6.165638
Abcg2	11.938292	12.121418	11.850423	12.548872
Abcg3	2.321928	2.321928	2.321928	2.321928
Abcg4	2.321928	2.321928	2.321928	2.321928
Abcg5	2.321928	2.321928	2.321928	2.321928
Abcg8	2.321928	2.321928	2.321928	2.321928
Abhd1	10.001022	9.805676	7.590287	10.157355
Abhd10	4.571124	4.530859	3.72807	4.530859
Abhd11	9.752417	9.260897	9.033324	9.605581
Abhd12	7.368147	6.982007	6.405516	6.522318
Abhd13	6.102278	6.079524	7.835476	6.079524
Abhd14a	9.663063	9.747167	7.826765	9.513775
Abhd14b	11.260275	11.245427	10.279298	11.295689
Abhd15	2.321928	2.321928	2.321928	3.099035
Abhd16a	7.806019	7.827256	8.036118	8.006768
Abhd16b	2.321928	2.321928	2.321928	2.321928
Abhd17a	9.27674	8.78693	8.779254	9.502848
Abhd17b	8.593297	8.707381	9.325036	8.701896
Abhd17c	9.955265	9.723552	9.944148	9.814551
Abhd18	2.321928	2.321928	2.321928	2.748937
Abhd2	2.321928	2.321928	2.321928	2.321928
Abhd3	10.523557	10.09065	9.97169	11.038811
Abhd4	9.762725	9.952366	10.138332	9.77513
Abhd5	8.035176	7.932179	7.675818	8.289411
Abhd6	6.221277	6.233564	5.087023	6.039163
Abhd8	2.321928	2.321928	2.321928	2.321928
Abi2	8.515325	8.784322	8.194913	8.041102
Abi3	2.321928	2.321928	2.321928	2.321928
Abitram	3.099935	2.323558	2.323558	3.156355
Abl1	2.564842	2.564842	2.564842	2.564842
Abl2	2.321928	2.321928	2.321928	2.321928
Ablim1	6.509477	6.509477	6.509477	6.509477
Ablim2	2.321928	2.321928	2.321928	2.321928
Abo	2.321928	2.321928	2.321928	2.321928
Abr	2.321928	2.321928	2.321928	2.321928
Abraxas1	2.321928	2.321928	2.321928	2.321928
Abraxas2	8.881442	8.885907	8.885907	8.904751
Abt1	7.57443	7.734552	8.205192	7.303978
Abtb1	4.127488	4.12894	4.127488	4.127488
Abtb2	3.758747	3.84623	4.463686	3.922291
Acaa1a	6.883168	7.4201	6.934575	6.657539
Acaa1b	12.529071	12.542044	11.633529	12.127207
Acaa2	9.473444	9.690298	8.295593	8.17351
Acaca	8.081268	7.980925	5.348399	6.427228
Acacb	6.903978	6.927011	7.377343	6.078304
Acad10	8.363998	8.46465	7.824617	8.027292
Acad12	4.116113	4.666472	4.598641	4.598641
Acad8	7.191757	7.26151	7.093324	7.575928
Acad9	6.293651	6.117068	4.823236	6.218932
Acadl	11.413254	11.498639	11.410088	11.391932
Acadm	12.066185	12.135027	12.181085	12.266076
Acads	9.038808	9.123144	7.972185	8.664015
Acadsb	9.19118	9.655362	9.338567	9.359198
Acadvl	11.238872	11.504884	11.400006	11.565217
Acap1	2.321928	2.321928	2.321928	2.321928
Acap3	2.321928	2.321928	2.321928	2.321928
Acat1	11.316432	11.455372	11.218209	12.208593
Acbd3	5.129132	4.927252	4.996387	4.996387
Acbd4	8.041756	8.259364	6.944395	8.479709
Acbd6	5.533188	5.57885	5.748914	5.250394
Acbd7	2.321928	2.321928	2.321928	2.321928
Accs	2.321928	2.321928	2.321928	2.321928
Accsl	2.321928	2.321928	2.321928	2.321928
Acd	6.915662	6.800517	6.915662	7.061214
Ace	8.425991	8.447623	6.921689	8.641053
Ace2	8.596242	7.872408	7.842143	8.933784
Acer1	2.321928	2.321928	2.321928	2.321928
Acer2	6.888964	7.156407	6.428134	6.49034
Acer3	4.666154	4.654837	4.675465	4.666154
Ache	2.321928	2.321928	2.321928	2.321928
Acin1	6.760243	6.791078	6.765516	6.694249
Ackr1	2.321928	2.321928	2.336117	2.321928
Ackr2	2.321928	2.321928	2.321928	2.321928
Ackr3	10.286678	9.947832	9.397226	10.144605
Acly	9.839316	9.584061	9.467397	9.543851
Acnat2	8.708983	8.246414	9.210191	9.856104
Aco1	11.718793	11.457018	11.395839	11.790818
Aco2	12.259891	12.292117	11.974218	12.174347
Acod1	2.321928	2.321928	2.321928	2.321928
Acot1	9.792665	10.243889	10.623627	9.929589
Acot10	8.721946	8.326644	9.165574	8.775405
Acot11	2.321928	2.321928	2.321928	2.321928
Acot12	8.662125	8.842307	10.210051	10.337762
Acot13	10.733725	10.493756	9.434894	10.656206
Acot2	6.551916	6.551916	6.551916	6.551916
Acot3	9.634833	9.513218	6.979199	8.54874
Acot4	7.009843	6.934684	5.069498	7.270323
Acot5	2.321928	2.321928	2.321928	2.321928
Acot6	6.150644	6.150644	5.987178	7.929395
Acot7	8.181673	8.419836	6.79807	6.775898
Acot8	8.368277	7.973165	7.254612	7.89841
Acot9	9.707932	9.526912	10.651297	10.084217
Acox1	11.582906	11.278408	12.322099	12.299162
Acox2	10.31402	10.489555	9.190749	10.273541
Acox3	5.848402	5.739838	5.848402	6.93465
Acoxl	2.321928	2.321928	2.321928	2.321928
Acp1	2.321928	2.321928	2.321928	2.321928
Acp2	6.796734	6.631801	6.629308	6.629308
Acp5	9.457004	9.066552	8.578855	9.996545
Acp6	8.647371	8.302129	7.627402	9.033655
Acp7	2.321928	2.321928	2.321928	2.321928
Acpp	2.321928	2.321928	2.321928	2.321928
Acr	2.321928	2.321928	2.321928	2.321928
Acrbp	2.321928	2.321928	2.321928	2.321928
Acrv1	2.321928	2.321928	2.321928	2.321928
Acsbg1	2.321928	2.321928	2.321928	2.321928
Acsbg2	2.321928	2.321928	2.321928	2.321928
Acsbg3	2.321928	2.321928	2.321928	2.321928
Acsf3	5.231098	5.231098	5.231098	5.403826
Acsl1	11.060956	11.412341	11.247792	11.048936
Acsl3	2.321928	2.321928	2.321928	2.321928
Acsl4	6.891021	6.497555	6.503277	5.69241
Acsl5	9.897176	10.192311	9.528733	9.479614
Acsl6	2.321928	2.321928	2.321928	2.321928
Acsm1	9.48157	9.66092	7.007522	9.321741
Acsm2	11.597408	11.719514	12.373967	13.57045
Acsm3	4.081287	5.449798	10.441339	12.222928
Acsm5	8.448638	8.620986	7.639895	9.10971
Acss1	11.283715	11.285553	10.704292	10.355427
Acss2	10.18605	10.194274	9.425901	10.48627
Acta1	2.321928	2.321928	2.321928	2.321928
Acta2	10.499959	10.136795	9.520592	9.585106
Actb	12.237213	12.413955	12.572278	12.510134
Actc1	2.321928	2.321928	2.321928	2.321928
Actg2	3.325993	3.325993	3.325993	3.325993
Actl11	2.321928	2.321928	2.321928	2.321928
Actl6a	7.231087	7.286032	7.558802	7.456544
Actl6b	2.321928	2.321928	2.321928	2.321928
Actl7a	2.321928	2.321928	2.321928	2.321928
Actn1	3.832771	3.832771	4.007619	3.832771
Actn2	2.321928	2.321928	2.321928	2.321928
Actn3	2.321928	2.321928	2.321928	2.321928
Actn4	10.716439	10.590612	10.022149	10.21745
Actr10	8.843805	8.596381	9.02226	8.968064
Actr1a	8.753213	8.502184	8.62258	8.489086
Actr1b	6.386197	6.053734	6.050221	6.27848
Actr2	10.070629	9.877579	10.445861	10.112813
