GSM864204	GSM864205	GSM864206	GSM864207	GSM864208	GSM864209	GSM864210	GSM864211	GSM864212	GSM864213	GSM864214	GSM864215
ABCA4	4.92905	4.89031	4.83017	5.08402	4.63771	4.78366	4.97645	4.95592	4.77449	4.92199	4.99368	5.05648
ABCA5	7.94468	8.51843	8.16277	8.54571	8.05888	8.08073	8.04169	8.03918	8.57773	8.51482	5.4186	8.27701
ABCA6	4.07335	3.94606	4.02175	4.39657	3.90783	3.78715	3.84405	3.9692	3.98381	3.87456	4.06951	3.84471
ABCA7	6.02704	6.21714	6.10828	6.32742	6.26659	6.19508	6.12406	6.26527	6.11529	6.08146	6.91083	6.35168
ABCA8	4.45162	4.14947	4.7496	4.59594	4.10828	4.36462	4.24203	4.10061	4.19515	4.51664	4.19371	4.43381
ABCA9	4.24191	3.99587	3.99049	4.52677	4.08095	4.02334	3.93203	4.03595	4.04027	3.93085	4.33607	4.03949
ABCB1	8.43977	8.37924	8.50058	8.03463	8.27524	8.3587	8.3791	8.24885	8.1706	8.2671	6.32515	8.19511
ABCB10	8.81482	8.90686	8.85508	8.62838	8.77241	8.82958	8.76171	8.84422	9.04107	9.0197	7.2726	9.02923
ABCB11	4.37438	4.43947	4.41865	4.66185	4.40029	4.36984	4.39691	4.41156	4.47353	4.31239	4.3928	4.4704
ABCB4	6.76129	7.32036	6.85559	6.88147	6.74621	6.7082	6.55928	6.67964	6.78535	6.93881	5.81124	6.86215
ABCB5	3.9032	3.56162	3.90568	3.51017	3.83565	3.72511	3.58725	3.91424	3.74887	3.75409	3.87615	3.44839
ABCB6	7.00206	7.03688	6.95995	6.97264	6.83077	6.94519	6.78324	6.89776	6.99831	7.06257	7.45299	6.93559
ABCB7	10.4782	10.4301	10.5908	10.5011	10.4034	10.4174	10.2818	10.3929	10.3867	10.3741	7.8517	10.3554
ABCB9	5.5518	5.27955	5.30966	5.5977	5.25936	5.38335	5.37284	5.44059	5.4079	5.41338	6.28208	5.70417
ABCC1	7.23525	7.42087	7.3486	7.12703	7.20718	7.09704	7.20755	7.04479	7.31385	7.28234	8.60968	7.30701
ABCC10	5.89442	5.6827	5.79368	6.15762	5.9432	6.08666	5.85943	6.06578	5.87483	5.99285	6.79168	6.0867
ABCC11	5.62135	5.53265	5.42937	5.44825	5.60822	5.33532	5.37194	5.6276	5.66761	5.57553	5.81835	5.55195
ABCC12	4.50958	4.63866	4.64976	4.82402	4.77443	4.65386	4.70385	4.66275	4.64683	4.61928	4.94739	4.69899
ABCC13	3.74411	3.9117	3.75752	3.98554	3.8052	3.81573	3.89503	3.79499	3.78947	3.87127	4.3212	3.67929
ABCC2	5.91216	6.2006	5.88177	6.18808	6.17638	6.16017	6.1462	6.108	5.97194	5.88863	5.77148	5.9631
ABCC3	5.5848	5.669	5.45225	5.6566	5.61273	5.62752	5.37765	5.61172	5.63219	5.14544	5.97357	5.48961
ABCC4	9.30049	9.25208	9.29976	8.97919	8.93687	9.03294	9.06926	9.0716	9.14863	9.18518	8.13604	9.27016
ABCC5	6.7747	6.91072	6.86336	6.72754	6.88977	6.87231	6.78175	6.82765	6.91808	7.0467	7.4491	6.84877
ABCC6	5.74839	5.65593	5.84028	5.83618	5.82059	5.86208	5.74921	5.53141	5.75907	5.86994	6.18394	5.85872
ABCC8	6.31343	6.60935	6.37823	6.31837	6.28488	6.41266	6.1488	6.40805	6.37496	6.38018	7.04696	6.57614
ABCC9	4.34398	4.85949	4.49263	4.57141	4.48033	4.50101	4.31656	4.59551	4.5133	4.35203	4.36813	4.73881
ABCD1	5.98389	6.01825	6.0535	6.45332	5.96703	6.00787	5.98848	5.84166	6.09552	6.12608	7.09454	6.27525
ABCD2	6.02685	5.71492	6.19784	6.23033	5.6402	5.89012	5.89339	6.08766	5.66619	5.80029	4.45097	5.43425
ABCD3	10.3789	10.3766	10.3905	10.2998	10.2269	10.4004	10.3885	10.35	10.5381	10.4107	7.76216	10.3635
ABCD4	7.17431	7.22881	7.15021	6.58378	7.07074	7.11381	7.18983	6.99537	7.16142	7.10191	8.33293	7.11181
ABCE1	10.3017	10.253	10.4289	10.4174	10.4627	10.4273	10.3797	10.3388	10.2925	10.3539	7.58573	9.94069
ABCF1	8.85459	8.7017	8.86796	8.30168	8.70738	8.76112	8.93551	8.88239	8.79816	8.76438	9.61956	8.86197
ABCF3	7.93587	8.19227	8.16135	7.90682	8.06888	8.23296	8.25641	8.22093	8.24158	8.17487	9.60437	8.17593
ABCG1	5.27174	5.42459	5.54282	5.35264	5.48024	5.41521	5.37638	5.60965	5.44353	5.43462	5.9367	5.48772
ABCG2	6.66242	6.45221	6.32829	6.19185	6.3665	6.44678	6.51678	6.54769	6.09051	6.30195	5.61356	6.23717
ABCG4	6.43702	6.3327	6.33414	6.41358	6.50493	6.28515	6.47303	6.45326	6.17346	6.33869	7.36595	6.51157
ABCG5	5.24226	5.28606	5.03405	5.6169	5.31657	5.15934	5.19797	5.2218	5.31286	5.19865	5.17898	5.70668
ABCG8	5.85033	6.15754	6.0653	5.61151	5.76344	5.87254	5.84535	5.84103	5.77402	5.79789	6.03038	5.73327
ABHD1	6.50931	6.7405	6.48262	6.74639	6.70882	6.52847	6.36473	6.45794	6.6507	6.61927	7.27191	6.48082
ABHD10	8.43929	8.36868	8.53745	8.59547	8.45651	8.48919	8.41822	8.54117	8.37829	8.49954	6.57727	8.24976
ABHD11	6.67089	6.65183	6.94122	6.48775	6.76521	6.64142	6.68845	6.70537	6.72241	6.65418	7.64594	6.96753
ABHD12	6.96724	6.9686	7.05056	6.77072	6.99558	6.99427	7.03884	7.05485	7.03476	6.99368	7.59126	7.07292
ABHD12B	5.0687	5.21425	5.10897	5.38929	5.27247	5.12881	5.4927	5.49365	5.15143	5.47548	5.12978	5.20279
ABHD13	8.20952	8.1831	8.26123	8.45902	8.33333	8.29517	8.20574	8.14597	8.13373	8.18518	7.03358	8.22593
ABHD14B	6.4985	6.69459	6.58922	6.52162	6.56575	6.48218	6.44254	6.46536	6.57634	6.61241	7.0014	6.60599
ABHD15	6.62841	6.22685	6.36859	6.09134	6.4478	6.43685	6.44429	6.56086	6.17752	6.64428	7.39525	6.74389
ABHD16A	6.00258	5.95133	5.96047	5.69373	6.21691	6.11055	6.13637	6.02491	5.91013	6.02943	6.69248	6.17335
ABHD16B	6.53398	6.36624	6.39117	6.4326	6.24249	6.46957	6.3347	6.32482	6.10848	6.38734	6.99233	6.42606
ABHD17A	7.73788	7.63258	7.49003	7.70772	7.65264	7.74297	7.53966	7.70232	7.80543	7.53193	8.81807	7.88156
ABHD17B	7.09062	7.06558	7.36084	6.88883	7.21107	7.26931	7.17053	7.2588	7.21003	7.25075	5.79253	7.25809
ABHD17C	8.03709	7.89534	8.01432	8.0084	7.79713	7.85037	7.9245	7.93411	7.94567	7.94239	8.70024	7.97321
ABHD18	7.89997	8.04651	7.91589	7.96789	8.06671	8.13928	8.09402	8.04953	7.92497	7.88622	5.76899	7.7781
ABHD2	7.68421	7.8467	7.74779	7.30656	7.73244	7.81073	7.80146	7.72276	7.86467	7.83393	7.71314	7.76631
ABHD3	9.14642	9.23276	9.39112	9.13527	9.15719	9.13959	9.30323	9.2183	9.40664	9.46904	6.75591	9.46196
ABHD4	7.13053	7.19634	7.26105	6.74259	7.32255	7.35966	7.24381	7.34665	7.06232	7.20893	7.86543	7.29672
ABHD5	8.35324	8.22167	8.46163	8.11579	8.37146	8.25154	8.43806	8.31687	8.29297	8.30419	7.95516	8.1022
ABHD6	6.64043	6.42347	6.63381	6.3397	6.74215	6.73531	6.65983	6.62533	6.6901	6.72365	7.40548	6.83769
ABHD8	6.3977	6.53492	6.59126	6.46842	6.60329	6.69409	6.4037	6.5727	6.39309	6.39274	7.38556	6.59261
ABI1	9.39182	9.34553	9.39039	9.3699	9.43122	9.44765	9.3932	9.37859	9.47581	9.42586	8.76848	9.42369
ABI2	10.0321	10.1587	10.0874	9.91534	9.93209	10.1451	9.96125	10.0267	10.0642	10.0835	9.68116	10.0153
ABI3	5.95548	5.94761	5.87363	6.02873	5.9294	5.94361	5.60989	5.96373	5.78269	5.98484	6.66959	5.95155
ABI3BP	8.05074	8.65113	7.90355	8.37404	7.25732	7.51826	7.25964	7.37447	7.96627	8.01401	6.76375	7.74343
ABITRAM	7.87172	7.8101	7.89333	7.6994	8.17946	8.19189	8.05388	8.12936	7.62567	7.85986	7.14936	7.70542
ABL1	7.92918	7.8859	7.93848	7.57771	7.90139	7.6938	7.84921	7.94141	8.04084	7.93614	9.24855	7.88757
ABL2	7.63119	7.70964	7.53903	7.34198	7.62109	7.56351	7.66332	7.64556	7.55404	7.63398	7.7325	7.51712
ABLIM1	9.05853	9.06668	9.07126	8.5608	8.7452	8.95011	8.90842	8.89933	8.90963	8.97162	8.57755	8.86115
ABLIM2	5.93154	5.92428	6.04787	6.01348	5.98145	5.92769	5.81881	6.01831	6.03088	5.90394	6.96149	5.95535
ABLIM3	6.79052	6.84943	6.54139	6.67752	6.43175	6.65141	6.52579	6.65586	6.72691	6.46438	7.11411	6.73785
ABO	5.99563	6.16606	5.78398	6.04894	6.00995	6.10596	6.0767	6.10884	5.75705	6.06679	7.05313	6.21454
ABR	8.22734	8.18389	8.30279	7.51139	7.87271	7.91738	7.86167	7.95808	8.3644	8.24623	9.20585	8.26501
ABRA	5.6659	5.85891	5.37865	5.46636	5.79256	5.54804	5.88633	5.66831	5.58495	5.7765	6.0264	5.80336
ABRACL	9.59056	9.42941	9.55942	9.82118	9.6792	9.65667	9.33918	9.4148	9.60456	9.52955	7.32491	9.57622
ABRAXAS1	8.84248	8.99851	8.89423	9.09433	8.74573	8.78048	8.4976	8.75851	8.79269	8.81798	6.45039	8.66214
ABRAXAS2	9.92179	9.83628	9.82579	9.62091	9.93009	10.0171	9.92334	9.91239	9.68886	9.76938	8.16068	9.64299
ABT1	6.81603	6.58739	6.81301	6.7317	6.73933	6.58015	6.38309	6.73183	6.66648	6.48729	7.2906	6.58046
ABTB1	5.90625	5.69801	6.03852	5.59061	5.85258	5.93252	5.805	5.63655	5.75621	5.90379	6.95613	5.9167
ABTB2	6.51304	6.34855	6.35436	6.17432	6.34669	6.35011	6.35643	6.48854	6.24911	6.39393	6.97372	6.24424
ACAA1	6.59438	6.23649	6.5837	6.26665	6.50352	6.62697	6.48231	6.24608	6.51924	6.38846	7.3729	6.73963
ACAA2	8.11647	8.26072	8.19955	8.04451	8.14779	8.23163	8.19591	8.05771	8.39335	8.3124	6.92274	8.2849
ACACA	9.15376	9.34903	9.1998	8.77289	9.06833	9.08794	9.23205	9.03547	9.33401	9.26504	8.21211	9.19668
ACACB	6.43591	6.57368	6.63121	6.04198	6.28842	6.41371	6.41999	6.20542	6.59296	6.49835	6.81278	6.42829
ACAD10	6.39899	6.55132	6.63124	6.29412	6.26883	6.38673	6.182	6.40492	6.69241	6.64063	7.31848	6.70128
ACAD8	8.49663	8.76868	8.50064	8.67489	8.61884	8.60379	8.6158	8.57508	8.73899	8.69664	8.69965	8.84684
ACAD9	7.99407	8.14534	8.0259	7.36364	7.97871	8.1249	8.1282	8.01584	8.13813	8.12077	8.56612	8.09836
ACADL	7.76509	8.14695	7.97039	8.40394	7.63944	7.71092	7.70967	7.81123	7.9931	7.96944	5.31803	7.69357
ACADM	10.9524	10.9849	11.0152	10.9932	11.0913	11.0657	10.9433	11.0668	10.9582	11.1127	7.90213	10.9421
ACADS	6.20659	6.05233	6.17134	6.87371	6.27217	6.2337	6.09535	5.98645	6.09306	6.07947	6.69624	6.20815
ACADSB	8.28093	8.37657	8.41752	8.42133	7.85519	8.08688	8.0799	8.02332	8.13516	8.25619	6.33425	8.15467
ACADVL	8.10643	8.16499	7.98122	7.82899	8.21592	8.08408	8.02912	8.0609	8.16303	8.19701	9.87495	8.18594
ACAN	5.5999	5.54992	5.57208	5.66037	5.42922	5.28584	5.29334	5.41339	5.33833	5.25864	6.15189	5.53529
ACAP2	8.80951	8.8428	8.82884	8.79229	8.86331	8.84423	8.83161	8.74632	8.88724	8.91166	6.65999	8.89678
ACAP3	6.07689	6.12963	6.17736	6.14777	6.31169	6.14559	6.34994	6.21866	6.15034	6.22383	7.20623	6.30486
ACAT1	8.0019	7.97512	8.08524	7.67902	7.86171	7.98789	7.91265	8.14065	8.00617	8.04753	6.86564	7.83584
ACAT2	10.738	10.5219	10.5653	10.5782	10.8413	10.8013	10.8284	10.7782	10.5629	10.7305	9.29687	10.76
ACBD3	10.6983	10.7303	10.6396	10.4445	10.6259	10.6867	10.72	10.6895	10.6916	10.644	9.28408	10.6434
ACBD4	5.8707	5.60513	5.90978	5.80215	6.07198	5.9855	5.59435	5.89992	5.80748	5.93506	7.24055	6.2089
ACBD5	9.8157	9.89001	9.89249	9.70601	9.84912	9.93676	9.90741	9.98438	9.92465	10.0018	6.56739	9.8594
ACBD6	8.26333	8.20795	8.26939	7.86045	8.19422	8.23643	8.16687	8.20867	8.18481	8.3131	7.66695	7.86035
ACCS	6.36662	6.54514	6.06775	6.6783	6.22686	6.00319	6.44537	6.21118	6.41857	6.4073	7.23126	6.41145
ACCSL	4.56267	4.52892	4.3828	4.66901	4.57526	4.68658	4.59516	4.85929	4.66184	4.56354	5.25222	4.85126
ACD	6.70702	6.90864	6.96425	6.84874	6.74911	6.85119	6.67794	6.77467	6.81801	6.83931	9.06032	7.06422
ACE	5.77734	5.63753	5.81112	5.69219	5.7272	5.6919	5.72941	5.48904	5.75054	5.59224	6.36834	5.88584
ACE2	5.41357	5.53153	5.43398	5.06504	5.52588	5.58073	5.3041	5.59829	5.06385	5.43902	5.32511	5.32018
ACER1	5.27223	4.90585	5.25462	5.4861	5.5796	5.43872	5.14802	5.64363	5.34421	5.37737	5.65652	5.46585
ACER2	5.82758	6.17968	5.86941	5.6962	6.29978	6.31005	6.09285	6.5189	6.27719	6.32427	6.18747	6.37022
ACER3	7.90129	7.84485	7.72414	7.75135	7.69872	7.79368	7.838	7.85562	7.72398	7.69796	6.90353	7.61255
ACHE	5.61771	5.61528	5.66721	5.58628	5.92897	5.77699	5.67805	5.87856	5.76966	5.67405	6.64253	5.90444
ACIN1	8.11829	8.04193	8.02777	8.00387	8.01259	7.96903	8.08667	8.03306	7.95176	7.9954	8.9259	8.09844
ACKR1	5.86756	5.48834	5.59765	5.8664	5.62955	5.85838	5.73339	5.64725	5.77804	5.54625	6.03767	5.94252
ACKR2	4.79132	5.12123	4.95436	5.26583	5.11867	5.14898	5.1649	5.239	5.14564	5.21114	5.54138	5.55136
ACKR3	4.51785	3.85209	4.14014	4.1005	4.11723	4.0673	4.19187	4.33426	4.44823	3.96019	4.34617	4.44696
ACKR4	6.91871	7.63938	6.87046	7.86872	6.93028	6.81376	6.99101	6.77179	7.41241	6.80488	5.90777	6.9127
ACLY	9.76503	9.62354	9.76011	9.24818	9.5227	9.53943	9.76213	9.59816	9.70437	9.74462	10.9138	9.75345
ACMSD	4.41895	4.4627	4.62173	4.68694	4.54411	4.64856	4.65663	4.61132	4.58992	4.42581	4.40338	4.80213
ACO1	9.12514	8.97468	9.12197	8.41011	8.77086	8.9016	8.97375	8.80665	9.16838	9.04102	8.27038	9.15345
ACO2	8.06118	7.81806	8.05287	7.15727	7.86158	7.96067	7.9567	7.76575	8.19682	7.95184	9.16549	8.15918
ACOD1	3.96237	3.91877	3.70241	4.19849	3.89796	3.97724	3.99383	3.54544	3.95075	4.02958	4.33607	3.94617
ACOT1	6.07834	6.14887	6.41436	5.44918	6.5196	6.06691	6.05601	6.15206	5.91834	6.16558	7.18113	6.43108
ACOT11	5.21689	5.31449	5.45472	5.62601	5.24221	5.19899	5.41579	5.39256	5.31145	5.29229	5.91541	5.57506
ACOT12	5.73863	5.57386	5.59787	5.80399	5.7666	6.11634	5.82896	5.84953	5.49105	5.6487	5.71667	5.56816
ACOT13	11.3986	11.2444	11.2951	11.3872	11.2916	11.3275	11.1831	11.3014	11.1539	11.2523	9.81393	11.264
ACOT2	7.27639	7.18094	7.39697	7.15084	7.03089	7.06146	7.09015	7.16397	7.21625	7.23629	7.93915	7.39397
ACOT4	4.04332	4.02583	4.35898	3.9159	3.90491	4.142	3.98253	3.90121	3.44354	3.90347	3.94842	4.188
ACOT6	5.41314	5.39222	5.38141	5.854	5.28895	5.40392	5.4175	5.54229	5.76769	5.6699	5.59304	5.30817
ACOT7	7.60999	7.45201	7.50512	7.34091	7.47426	7.40078	7.38483	7.43018	7.48727	7.49254	8.34097	7.59535
ACOT8	6.38566	6.49179	6.69305	6.48258	6.87724	6.7085	6.59546	6.57402	6.62781	6.6817	7.92108	6.45183
ACOT9	8.67449	8.67199	8.66296	8.67262	8.71307	8.6776	8.62641	8.52191	8.75861	8.61852	7.71779	8.75413
ACOX1	9.0087	9.13685	9.07225	8.56745	9.11334	9.09253	9.24522	9.02761	9.04718	9.03455	8.27856	9.07085
ACOX2	5.39746	5.38997	5.11598	5.14072	5.32862	5.28551	5.12343	5.29989	5.42492	5.58002	5.58198	5.36632
ACOX3	6.71652	6.84907	6.84976	6.28565	6.78272	6.71177	6.58716	6.58717	6.91067	6.83848	7.44108	6.86583
ACOXL-AS1	3.80037	4.59825	4.53489	4.6442	4.61573	4.14685	4.51788	4.36368	4.59201	4.10745	4.97854	4.54674
ACOXL	5.43149	5.31607	5.28136	5.26916	4.87263	5.33873	5.18784	5.38379	5.13289	5.15145	5.56751	5.25437
ACP1	10.1573	10.1811	10.1866	10.1734	10.3133	10.2225	10.1999	10.1729	10.1724	10.1903	9.29448	10.2666
ACP2	6.92567	6.86497	6.90383	6.81041	6.93022	6.76235	6.82284	6.94135	6.81125	6.72458	8.74985	6.86258
ACP3	5.93583	6.36206	6.20154	5.71471	5.71869	5.67718	5.54668	5.72552	5.70585	5.75669	5.74484	5.61965
ACP4	6.32873	6.54936	6.25181	6.23895	6.50797	6.52283	6.46244	6.52116	6.43558	6.33487	7.25194	6.75088
ACP5	5.71139	5.13907	5.3303	5.14701	5.50578	5.45661	5.2618	5.57413	5.54478	5.41104	5.95094	5.68813
ACP6	8.24241	8.41532	8.44482	8.05605	8.23925	8.2603	8.10507	8.02598	8.40331	8.309	8.63618	8.16257
ACP7	4.98015	4.63812	4.87286	4.82883	4.84455	5.04904	4.8403	4.89207	4.51962	4.67826	5.59313	4.97264
ACR	6.88355	6.93464	6.84411	7.54545	6.93038	7.19394	6.78051	6.65636	7.01448	6.90713	7.42827	7.36595
ACRBP	5.66483	5.7269	5.78117	5.74971	5.76408	5.72509	5.7366	5.79173	5.54552	5.89002	6.37526	6.04228
ACRV1	5.36572	6.10122	5.73285	5.6713	5.83602	5.70038	5.84116	5.64325	5.99417	5.52229	5.34238	5.81392
ACSBG1	5.33002	5.29816	5.33543	5.42402	5.24165	5.46623	5.12527	5.41968	5.37864	5.24254	5.70332	5.33174
ACSBG2	4.7947	5.24003	5.13728	5.46241	5.0714	4.88652	5.21971	5.28396	4.98895	5.33693	5.378	5.18082
ACSF2	6.6614	6.8851	6.76255	6.51714	6.74072	6.77616	6.60131	6.61659	6.84187	6.72565	8.07195	6.68051
ACSF3	6.47309	6.40546	6.23471	6.39701	5.93544	6.38048	6.54274	6.32364	6.51754	6.20882	7.39796	6.3287
ACSL1	7.70312	7.82248	7.63128	7.46173	7.45393	7.61186	7.68535	7.64598	7.63672	7.63462	7.3424	7.67682
ACSL3	9.95582	9.76691	9.92914	9.70444	9.7574	9.74395	9.88814	9.85755	9.72742	9.92785	8.02489	9.54161
ACSL4	8.73722	8.85502	8.91735	8.49241	8.71138	8.81964	8.7579	8.72762	8.85362	8.85519	6.46994	8.75902
ACSL5	5.17827	5.20936	4.66381	5.05799	5.41781	5.19706	5.08526	5.37103	5.47293	5.378	5.51502	5.44191
ACSM1	4.83831	4.65141	4.70048	4.84508	5.30629	4.64838	4.7638	4.79289	4.84253	4.6386	5.53531	5.15125
ACSM2A	4.90629	4.59571	4.40565	4.91669	4.92058	4.20312	4.62096	4.7714	4.69345	4.60492	5.46282	4.8004
ACSM3	7.48269	7.97153	7.84803	7.36402	7.30184	7.27494	7.37182	7.05887	7.46176	7.35111	5.19094	7.38412
ACSM5	5.74043	5.60984	5.575	6.02126	5.81247	5.59071	5.76219	5.99791	5.49398	5.16564	5.84908	5.52838
ACSM6	5.29412	5.14622	4.68018	5.16086	5.08444	5.14942	5.20402	5.14294	5.35152	4.83891	5.3851	4.98111
ACSS1	6.52174	6.54104	6.57014	6.18872	6.56536	6.54267	6.52725	6.68064	6.50289	6.53952	7.68533	6.65956
ACSS2	6.8705	7.25186	7.24454	6.77647	6.87959	7.04297	6.75037	6.99261	7.10703	7.14906	8.00074	7.29438
ACSS3	7.57305	7.867	7.60033	7.78529	7.49343	7.70809	7.30508	7.56218	7.68784	7.59916	6.40812	7.53526
ACTA1	6.63782	6.76883	6.6532	6.78874	6.68976	6.88973	6.68908	6.69647	6.69628	6.60283	7.62657	6.90346
ACTA2-AS1	5.75467	6.00276	5.75019	6.21673	5.93191	6.11763	5.87882	6.03874	6.339	5.92205	6.03112	6.06674
ACTA2	9.17847	9.61713	9.28698	9.20364	9.50481	9.67224	9.26091	9.45614	9.8864	9.71082	9.69461	9.68943
ACTB	10.3458	10.3388	10.3473	9.95673	10.3331	10.3862	10.3368	10.2654	10.4781	10.4055	11.5645	10.4844
ACTBL2	4.34728	4.31073	4.36088	4.95223	4.24436	4.55915	3.55704	4.12988	4.87832	4.69639	4.76927	4.64076
ACTC1	5.07992	4.92435	5.87656	5.24522	5.06231	5.08596	4.53535	5.1018	4.77447	5.2273	5.15665	5.0704
ACTE1P	5.68419	5.09984	4.97197	5.53519	5.15593	5.14509	5.12344	5.47168	5.13984	5.39105	5.95905	5.2354
ACTG1	10.4123	10.4417	10.4464	10.0474	10.2251	10.1958	10.0659	10.2113	10.4431	10.3509	11.898	10.5448
ACTG1P17	6.06625	5.46224	5.36656	5.62303	5.67252	5.80728	5.51128	5.60706	5.38729	5.62208	5.91339	5.85562
ACTG2	5.62434	5.66609	5.42624	5.14535	5.7521	5.7316	5.47091	5.6461	5.54819	5.61171	5.82576	5.5319
ACTL10	6.19394	5.97376	6.0494	6.58703	6.19298	6.19955	5.93975	6.25832	6.19931	6.19604	6.91353	6.01427
ACTL6A	10.013	9.95029	10.0133	9.86134	10.0664	10.1413	10.1064	10.0375	9.97823	10.0016	8.35283	9.91229
ACTL6B	5.84406	5.74748	5.64099	6.16246	5.76615	5.79514	5.69903	5.82623	5.84461	5.80026	6.27936	5.89264
ACTL7A	4.40154	4.52648	4.53287	4.57435	4.81426	4.5761	4.52754	4.27101	4.48015	4.54701	4.59419	4.86522
ACTL7B	7.25776	7.12571	7.02639	7.62152	7.16013	7.07393	7.05791	7.38219	7.08658	7.01525	7.66775	7.22312
ACTL8	5.41234	5.35343	5.24418	5.35588	5.3249	5.52419	5.23445	5.41531	5.07456	5.37929	5.7942	5.22113
