	GSM356334	GSM356335	GSM356336	GSM356337
Stk25	6.83105506355103	6.11858008923691	6.03747581046305	6.58129951549556
Trappc3	10.108095609868	10.0329975939534	10.2639302300121	10.1974960326881
Crym	6.94045405353173	6.13993684081253	6.92748459372286	6.34085202403522
Ceacam12	3.86764884916885	3.86743865739337	3.76238631386794	3.7412568253533
Pfkm	9.49240755696592	8.43937500822324	9.25480616820361	9.74944737374799
Pgk2	3.89592853779736	3.97618301113161	4.01765937911118	3.85039439950869
Ppm1g	9.29949943026477	9.23702330258688	8.96904359922228	9.22858076951789
Nme4	5.89933827913446	5.68672801885178	6.09127536543068	5.97452728486694
Fkbp7	7.3075732859621	7.48085305834549	6.71697265777231	7.09594341502933
Fdxr	6.86128970010536	6.75329331321473	6.87033238478659	6.97617874601807
Rpl36a	11.072301350694	10.886918877221	10.748111426312	11.1492892075843
Cyp3a11	3.70470871748984	4.27223215236596	3.95336020165043	3.93495001174578
Snta1	8.6931081292951	8.10553239504415	8.17640870643914	8.37767104231426
Tbxas1	7.73111347314389	6.99096772379732	7.84667638456806	7.88324211918737
Atp5b	13.9224527237368	13.6027823776329	13.8798127649109	13.7389525143977
Glmp	10.7763898587426	10.2570285625827	10.6407514247317	10.5104577451249
Keg1	13.3324520229412	12.714561100451	13.498189626139	13.2013464457809
Lrp10	10.7420282466645	10.6699195005524	10.5730136881469	10.4075075317701
Bax	8.42528741418676	8.50092715516696	8.43049746102898	8.39795520510808
Mid1ip1	9.51866587604574	9.42865690590736	8.89660795505114	9.30811050366838
1110059E24Rik	8.36995623238803	8.21660099619471	8.38851489395891	8.38681150386231
Gstm5	11.7722506985334	11.2470196880556	11.5440471646151	11.3177647006306
Pde6d	8.31512013471162	7.26556234522799	8.5647049939583	8.09975181292616
Tmem132a	7.167430882719	7.14073065094671	6.91072038925075	7.34811513972737
Slc34a2	8.03968341106245	7.50265790927905	6.9768638354753	7.01382295592238
Oser1	9.28599114144751	10.7402024349454	9.14553317205704	9.37529375667947
Sdf2	10.4082861272005	10.5585266323511	10.6796625828338	10.609767392262
Abhd8	6.93597168200606	5.92528513434015	6.23660335358667	6.55863151612373
Surf6	7.96076135336191	8.18018051651538	7.6755982810101	8.04149559670601
Cdkn2c	8.9840797309142	8.9980043716958	8.82760516277712	8.77002545212897
Dnal4	7.22567615064899	7.12920964586325	7.20027239861062	7.11254775529586
Adam8	4.68872967747228	5.86227701714715	4.90733964552879	4.72938975272802
